ax,ay,az,gx,gy,gz
4.21,4.77,-1.39,0.36,2.08,1.08
4.42,3.87,-1.46,0.66,2.41,0.98
2.93,3.48,-0.23,0.78,2.58,0.56
2.22,3.63,0.99,0.6,2.32,0.09
2.13,3.58,1.9,0.57,1.75,-0.18
2.02,4.53,2.91,0.47,0.9,-0.2
2.61,4.97,2.87,0.43,0.33,-0.32
2.62,6.36,2.74,0.47,-0.01,-0.34
3.01,7.55,1.99,0.5,-0.36,-0.37
4.45,9.34,1.32,0.32,-0.61,-0.32
6.18,10.19,0.65,0.1,-0.85,-0.15
7.03,9.9,-0.01,0.16,-1.0,-0.0
7.39,10.34,-0.41,0.16,-1.02,0.07
8.36,10.8,-0.5,-0.1,-0.74,0.1
7.78,10.31,-0.57,-0.36,-0.44,0.16
6.52,9.17,-0.35,-0.44,-0.33,0.27
