ax,ay,az,gx,gy,gz
11.43,6.62,-4.54,0.49,0.45,0.08
8.9,6.22,-1.98,-0.04,1.04,-0.14
9.25,6.22,-1.46,-0.77,1.1,-0.06
7.39,4.49,-0.36,-1.2,0.74,0.16
7.96,3.54,-0.09,-1.1,0.27,0.28
7.74,3.1,0.33,-0.71,0.25,0.2
7.37,4.13,1.24,-0.42,0.2,0.16
7.25,4.66,1.72,-0.45,0.11,0.17
7.36,4.93,2.03,-0.65,0.1,0.15
6.6,4.98,2.56,-0.89,-0.09,0.04
6.45,5.04,2.19,-0.95,-0.26,0.07
6.39,5.15,1.88,-0.87,-0.51,0.11
6.15,4.91,1.15,-0.69,-0.7,0.12
6.25,4.84,0.62,-0.51,-0.8,0.16
6.59,4.99,0.34,-0.47,-0.87,0.19
7.4,4.5,-0.26,-0.52,-1.01,0.26
7.66,3.59,-1.14,-0.47,-1.19,0.32
8.09,2.5,-2.3,-0.28,-1.33,0.3
8.98,1.8,-3.43,-0.02,-1.33,0.22
9.42,1.73,-4.1,0.16,-1.12,0.1
