ax,ay,az,gx,gy,gz
10.5,-1.22,-1.47,-0.24,1.12,0.83
8.58,-2.01,-0.03,0.16,1.37,0.64
7.33,-1.95,0.93,0.38,1.25,0.47
6.68,-1.74,1.22,0.47,0.93,0.28
6.45,-2.24,1.07,0.76,0.76,-0.02
5.78,-2.07,0.61,1.16,0.7,-0.35
6.55,-1.15,0.03,1.34,1.01,-0.77
5.83,0.02,0.82,1.38,1.46,-1.24
4.44,1.44,2.22,1.17,1.4,-1.49
5.38,3.01,2.11,0.87,1.33,-1.63
5.65,4.14,2.58,0.68,1.43,-1.68
5.42,5.05,3.11,0.31,1.2,-1.69
6.11,5.58,3.04,0.08,0.78,-1.66
7.36,6.31,2.45,0.07,0.46,-1.59
8.4,7.29,1.97,0.22,0.18,-1.54
9.48,9.08,1.3,0.39,-0.06,-1.24
10.42,10.42,0.85,0.55,-0.15,-0.82
10.76,11.41,0.93,0.53,-0.17,-0.27
11.01,11.71,1.52,0.22,-0.25,0.31
