ax,ay,az,gx,gy,gz
3.43,-1.56,1.99,-0.23,1.42,-1.18
3.17,-0.86,2.49,-0.08,1.16,-1.32
4.59,-0.57,2.51,0.38,1.13,-1.5
5.12,0.62,3.1,0.84,1.07,-1.64
6.0,2.56,4.08,1.2,0.81,-1.71
6.9,5.3,4.34,1.22,0.07,-1.58
9.39,8.9,3.89,0.75,-0.66,-1.59
11.69,11.02,2.84,0.35,-1.12,-1.03
13.83,12.76,1.33,0.14,-1.14,-0.56
15.34,13.46,0.04,0.11,-0.85,0.03
15.61,13.16,-0.88,-0.02,-0.3,0.67
13.75,11.68,-0.6,-0.35,0.17,1.09
11.9,9.16,-0.59,-0.74,0.39,1.44
10.06,6.48,-0.43,-1.03,0.5,1.61
8.66,3.58,-0.4,-1.03,0.68,1.61
7.2,1.64,-0.08,-0.85,0.8,1.46
6.08,0.38,0.28,-0.65,0.83,1.23
5.05,-0.58,0.41,-0.48,0.77,0.87
4.19,-1.07,0.63,-0.29,0.66,0.51
