ax,ay,az,gx,gy,gz
14.74,8.87,-8.99,-0.28,0.22,0.6
11.38,7.7,-7.07,-0.72,0.81,0.86
10.73,5.93,-6.24,-1.15,0.88,1.05
10.25,3.75,-5.64,-1.22,1.37,0.98
8.84,2.3,-4.01,-1.08,1.93,0.78
7.69,1.44,-2.05,-0.78,2.13,0.68
6.62,0.46,-1.25,-0.37,2.14,0.67
5.94,-0.12,-0.41,-0.06,2.08,0.4
5.05,-0.21,0.13,0.26,2.11,0.16
4.16,-0.19,0.83,0.55,2.15,-0.09
3.56,0.3,2.09,0.72,2.02,-0.39
3.2,1.25,3.41,0.72,1.65,-0.61
2.94,2.23,4.12,0.64,1.04,-0.78
3.57,2.98,4.41,0.62,0.38,-0.92
4.47,3.86,4.15,0.77,-0.12,-1.07
5.47,5.5,3.76,0.89,-0.48,-1.2
6.87,7.54,3.12,0.9,-0.65,-1.2
8.32,9.7,2.47,0.85,-0.8,-0.98
9.62,11.62,1.79,0.71,-1.03,-0.65
