ax,ay,az,gx,gy,gz
10.94,3.47,1.06,-0.25,0.08,-0.2
9.57,3.59,0.42,-0.07,0.4,-0.17
9.05,4.09,0.74,0.08,0.32,-0.07
8.69,4.24,0.69,0.14,0.12,0.12
8.59,4.02,0.6,0.16,0.04,0.27
8.41,3.66,0.8,0.1,0.07,0.36
8.29,3.09,1.19,-0.01,0.05,0.28
8.34,2.74,1.32,-0.01,-0.01,0.2
8.42,2.65,1.49,0.04,-0.07,0.14
8.5,2.64,1.44,0.14,-0.11,0.07
8.91,2.95,1.49,0.16,-0.19,0.01
9.39,3.09,1.45,0.1,-0.21,-0.0
9.59,3.05,1.34,0.04,-0.17,-0.04
9.97,3.07,1.24,0.01,-0.13,-0.07
10.37,3.16,1.13,0.01,-0.12,-0.09
10.69,3.29,0.97,0.02,-0.07,-0.09
10.72,3.54,0.87,0.04,0.0,-0.07
10.6,3.76,0.82,0.02,0.02,-0.03
10.68,3.75,0.67,-0.01,0.02,0.02
10.72,3.69,0.62,-0.08,0.08,0.07
