ax,ay,az,gx,gy,gz
9.89,2.73,0.76,0.78,-0.11,-0.71
10.75,3.34,-1.83,1.08,0.75,-0.76
9.64,5.0,-0.33,0.97,0.94,-0.92
9.5,6.04,-0.47,0.58,0.94,-0.79
7.97,6.87,-0.5,0.44,0.58,-0.31
8.42,6.45,-0.52,0.37,0.28,0.09
7.95,6.17,-0.18,0.21,0.22,0.29
6.98,5.34,0.49,-0.02,0.12,0.53
6.6,4.28,1.02,-0.28,0.0,0.63
6.45,3.14,1.2,-0.48,-0.01,0.49
6.11,2.2,1.5,-0.56,0.13,0.34
5.73,1.77,1.84,-0.52,0.06,0.09
5.77,1.94,2.08,-0.41,-0.18,-0.13
6.54,2.58,1.81,-0.26,-0.38,-0.3
7.55,3.68,1.65,-0.14,-0.52,-0.32
8.06,4.37,1.39,0.11,-0.63,-0.34
8.72,5.6,0.73,0.39,-0.72,-0.25
9.94,6.63,-0.06,0.6,-0.75,-0.02
10.88,7.13,-0.92,0.62,-0.69,0.2
11.33,7.29,-1.58,0.49,-0.61,0.36
