ax,ay,az,gx,gy,gz
12.18,4.33,-3.4,-0.4,1.12,0.7
10.02,3.12,-2.92,-0.62,1.35,0.93
8.77,1.67,-2.2,-0.77,1.33,1.14
7.87,-0.28,-2.59,-0.7,1.36,1.18
7.37,-1.92,-2.27,-0.43,1.61,0.9
6.6,-3.05,-1.24,0.13,1.8,0.48
5.19,-2.77,0.44,0.46,1.67,0.04
4.03,-2.34,1.04,0.49,1.16,-0.31
4.2,-2.04,1.5,0.52,0.74,-0.64
3.99,-1.0,1.81,0.61,0.46,-0.96
4.42,0.49,2.37,0.66,0.14,-1.28
5.32,2.23,2.73,0.64,-0.2,-1.47
6.88,4.63,2.74,0.64,-0.45,-1.54
8.22,6.71,2.45,0.57,-0.69,-1.4
10.46,8.45,2.14,0.47,-0.84,-1.04
12.73,9.19,1.58,0.31,-0.85,-0.61
14.2,9.35,1.01,0.1,-0.76,-0.17
15.23,8.83,0.24,-0.08,-0.57,0.27
15.35,7.9,-0.38,-0.28,-0.26,0.64
