ax,ay,az,gx,gy,gz
9.42,6.91,0.61,0.09,-0.08,0.23
10.32,7.04,0.79,-0.04,-0.11,0.26
10.39,7.72,1.66,-0.23,0.03,0.3
9.93,7.5,2.35,-0.54,0.12,0.31
9.2,6.27,2.57,-0.77,0.18,0.3
8.03,4.92,2.9,-0.88,0.12,0.19
7.09,4.19,2.97,-0.93,-0.2,0.05
6.21,3.79,2.68,-0.9,-0.58,-0.11
6.53,4.08,1.7,-0.64,-0.92,-0.17
6.43,4.83,0.37,-0.23,-1.2,-0.09
6.43,5.36,-0.95,0.29,-1.38,0.09
6.88,5.53,-2.03,0.61,-1.39,0.29
7.83,5.83,-2.49,0.5,-1.11,0.38
8.74,6.07,-2.09,0.08,-0.67,0.38
9.08,5.47,-1.45,-0.38,-0.47,0.36
9.67,5.04,-0.87,-0.66,-0.45,0.29
10.64,5.05,-0.44,-0.89,-0.49,0.23
11.08,4.68,-0.26,-1.0,-0.52,0.13
11.28,4.53,-0.24,-0.96,-0.52,0.03
11.71,4.64,-0.1,-0.88,-0.43,0.06
