ax,ay,az,gx,gy,gz
9.22,2.77,-0.63,-0.29,-0.32,-0.2
8.21,3.04,-0.55,-0.14,-0.19,-0.15
8.0,3.25,-0.53,-0.06,-0.26,-0.06
8.76,3.16,-0.67,-0.04,-0.45,0.06
9.82,3.01,-1.0,-0.01,-0.4,0.08
10.88,3.04,-1.07,-0.04,-0.33,0.08
11.84,3.19,-1.19,-0.16,-0.26,0.15
12.57,2.86,-1.22,-0.3,-0.07,0.21
12.48,2.51,-0.93,-0.44,0.17,0.17
12.61,2.37,-0.55,-0.59,0.23,0.13
12.17,2.07,-0.48,-0.62,0.29,0.11
11.68,1.97,-0.46,-0.57,0.38,0.11
10.91,1.87,-0.45,-0.56,0.4,0.08
10.23,2.03,-0.6,-0.53,0.37,0.0
9.88,2.33,-0.8,-0.41,0.32,-0.02
9.65,2.63,-0.93,-0.28,0.34,-0.03
9.18,2.82,-0.58,-0.18,0.44,-0.01
8.36,3.18,0.08,-0.18,0.52,0.04
7.15,3.54,0.45,-0.3,0.44,0.02
6.64,3.82,0.36,-0.32,0.24,0.01
