ax,ay,az,gx,gy,gz
11.25,9.69,-0.57,0.64,-0.87,-1.13
12.39,11.26,-1.8,0.94,-0.49,-0.79
12.38,13.15,-3.41,0.9,-0.43,-0.33
13.01,13.5,-4.78,0.33,-0.2,0.25
12.93,12.25,-5.77,-0.45,0.26,0.87
11.29,9.29,-5.35,-0.93,0.59,1.35
10.41,6.43,-5.43,-0.97,0.81,1.63
9.91,3.79,-4.14,-0.85,1.18,1.52
8.47,2.83,-3.53,-0.69,1.26,1.42
7.36,1.45,-2.66,-0.64,1.29,1.25
6.37,0.2,-1.71,-0.61,1.18,1.04
5.79,-0.94,-1.3,-0.47,1.04,0.74
5.17,-1.41,-0.99,-0.28,1.0,0.31
4.63,-1.51,-0.54,-0.0,1.0,-0.17
4.12,-0.88,0.0,0.31,1.04,-0.57
3.97,0.26,1.06,0.54,0.92,-0.94
4.26,1.92,2.07,0.54,0.73,-1.24
4.53,3.3,2.98,0.5,0.44,-1.43
5.73,4.89,3.35,0.56,0.22,-1.44
