ax,ay,az,gx,gy,gz
7.7,1.71,0.66,0.26,0.2,-0.13
7.15,2.02,0.69,0.4,0.1,-0.17
7.39,2.37,0.64,0.6,-0.02,-0.16
7.61,2.55,0.76,0.72,-0.11,-0.09
7.38,2.54,0.94,0.7,-0.23,-0.03
7.59,2.25,0.91,0.68,-0.44,0.03
8.46,1.98,0.38,0.77,-0.65,0.02
9.87,1.92,-0.12,0.89,-0.73,0.03
10.97,2.19,-0.55,0.89,-0.66,0.05
12.22,2.23,-0.89,0.77,-0.55,0.07
13.09,1.89,-1.55,0.67,-0.44,0.02
13.87,2.01,-2.06,0.68,-0.24,-0.12
14.04,2.61,-2.19,0.69,0.1,-0.2
13.37,3.33,-2.06,0.62,0.46,-0.25
12.39,3.87,-1.83,0.5,0.7,-0.22
11.51,4.21,-1.19,0.34,0.86,-0.12
10.7,4.22,-0.34,0.06,0.93,-0.03
9.88,3.96,0.09,-0.19,0.85,0.03
9.21,3.64,0.32,-0.28,0.71,0.08
8.99,3.43,0.38,-0.22,0.63,0.12
