ax,ay,az,gx,gy,gz
8.0,6.46,-11.35,0.13,2.88,0.55
8.49,5.74,-10.9,-0.7,3.07,0.14
7.04,4.59,-9.58,-1.47,3.34,0.0
5.86,2.39,-7.37,-1.54,3.6,-0.22
4.31,0.99,-4.76,-0.91,3.68,-0.39
3.01,0.83,-2.56,-0.12,3.48,-0.48
2.44,1.64,-0.84,0.51,3.24,-0.5
2.1,2.59,0.1,0.92,2.76,-0.44
2.16,2.93,0.74,1.13,2.21,-0.47
1.97,3.93,0.15,1.19,1.61,-0.55
2.53,4.52,1.03,1.3,0.96,-0.52
2.91,5.21,0.66,1.36,0.25,-0.43
3.79,5.61,-0.13,1.42,-0.35,-0.28
4.11,6.3,-0.84,1.34,-0.69,-0.25
4.52,7.16,-1.45,1.04,-0.94,-0.25
5.42,7.41,-2.2,0.73,-1.16,-0.25
6.41,7.19,-3.09,0.61,-1.37,-0.14
6.74,7.08,-3.97,0.7,-1.48,-0.01
6.52,6.7,-4.47,0.73,-1.43,0.12
6.83,6.69,-4.47,0.69,-1.39,0.07
