ax,ay,az,gx,gy,gz
4.91,1.84,4.44,0.29,-0.26,-1.38
6.19,3.9,5.17,0.22,-0.73,-1.46
7.46,5.7,5.09,0.17,-1.26,-1.32
9.77,7.12,3.91,0.07,-1.4,-1.19
11.03,8.2,2.4,-0.1,-1.27,-1.01
12.72,9.16,0.39,-0.21,-1.16,-0.72
14.72,9.62,-1.97,-0.16,-0.89,-0.39
15.52,9.55,-3.74,-0.0,-0.49,0.18
14.92,8.33,-4.65,-0.07,0.03,0.73
13.97,6.79,-4.59,-0.31,0.58,1.08
12.05,4.74,-3.4,-0.56,0.93,1.28
10.37,2.56,-2.62,-0.73,1.15,1.33
8.88,0.66,-1.21,-0.73,1.31,1.28
7.68,-0.82,-0.3,-0.53,1.33,1.07
6.67,-1.82,0.99,-0.22,1.2,0.83
5.96,-2.33,1.37,0.07,1.0,0.55
5.52,-2.34,1.75,0.27,0.81,0.19
5.2,-1.95,1.74,0.41,0.67,-0.2
4.89,-1.22,2.19,0.5,0.54,-0.5
