ax,ay,az,gx,gy,gz
10.62,4.08,-4.92,0.57,-0.09,0.0
11.11,2.79,-3.91,0.83,1.31,-0.29
9.97,4.88,-3.92,0.71,1.63,-0.66
9.54,5.68,-2.49,0.27,1.13,-0.43
9.46,5.65,-2.23,0.05,0.41,-0.22
10.79,5.44,-2.29,0.13,0.0,0.01
10.78,5.83,-1.81,0.23,0.04,0.15
10.47,6.18,-1.37,0.15,0.03,0.31
10.68,5.96,-1.15,-0.01,0.06,0.34
10.56,5.38,-1.51,-0.12,0.39,0.29
9.47,4.75,-1.34,-0.18,0.82,0.18
8.06,4.35,-0.28,-0.19,1.01,0.0
6.41,4.72,0.45,-0.27,0.79,0.06
5.79,4.72,1.15,-0.33,0.5,0.05
4.99,4.71,1.35,-0.29,0.35,-0.0
4.31,5.02,1.61,-0.23,0.17,0.02
4.15,5.27,1.85,-0.19,-0.1,0.07
4.26,5.26,1.79,-0.2,-0.39,0.09
4.45,5.12,1.48,-0.18,-0.65,0.1
4.82,5.19,1.01,-0.14,-0.85,0.15
