ax,ay,az,gx,gy,gz
0.37,5.69,2.43,1.07,1.03,-0.69
1.1,6.68,1.92,0.86,0.21,-0.32
2.55,6.82,2.03,0.9,-0.41,-0.23
3.79,7.23,1.31,1.06,-1.0,-0.06
5.73,7.78,0.4,1.1,-1.5,0.14
6.33,8.19,-0.77,0.7,-1.89,0.23
6.57,7.44,-2.29,0.1,-1.95,0.21
7.02,5.37,-3.47,-0.2,-1.75,-0.01
7.85,3.41,-4.84,-0.04,-1.64,-0.11
8.65,3.66,-5.66,0.29,-1.27,-0.28
8.07,4.81,-4.76,0.24,-0.88,-0.49
16.03,8.62,-8.79,0.61,-0.51,0.51
16.41,5.84,-9.43,0.91,1.56,0.24
12.97,5.99,-8.61,1.2,2.64,0.16
10.63,5.57,-7.36,1.17,2.97,0.19
8.35,5.24,-5.97,0.28,3.06,-0.08
7.17,3.67,-4.87,-0.62,3.32,-0.69
5.64,2.91,-3.14,-0.83,3.45,-0.96
4.24,2.75,-1.29,-0.72,2.99,-0.62
3.54,2.49,-0.19,-0.46,2.35,-0.14
3.35,1.42,0.38,0.02,1.86,0.07
3.51,1.51,1.21,0.37,1.69,0.01
2.91,1.88,0.81,0.67,1.44,-0.01
2.38,1.87,1.37,0.82,0.93,0.01
2.0,1.77,1.43,0.92,0.37,-0.08
3.01,1.95,1.38,1.02,-0.12,-0.31
3.92,2.99,1.3,1.01,-0.38,-0.46
4.83,4.65,1.35,0.66,-0.49,-0.62
5.43,5.86,1.08,0.21,-0.73,-0.78
7.55,6.06,0.41,0.19,-0.98,-0.82
9.2,7.51,-0.12,0.53,-1.14,-0.7
