ax,ay,az,gx,gy,gz
7.92,2.57,0.38,0.32,-0.39,-0.04
7.94,2.91,1.1,0.25,0.05,-0.13
8.26,3.39,1.7,0.11,-0.01,-0.15
8.73,3.54,1.82,0.16,-0.27,-0.01
9.28,3.64,1.58,0.26,-0.33,0.04
9.7,3.95,1.63,0.29,-0.27,0.1
10.11,4.07,1.71,0.19,-0.4,0.18
10.36,3.63,1.32,0.08,-0.52,0.21
10.37,3.14,0.73,0.06,-0.41,0.14
9.8,2.84,0.72,0.02,-0.29,0.07
9.71,2.49,0.61,-0.04,-0.27,0.02
9.57,2.23,0.47,-0.02,-0.25,-0.04
9.68,2.15,0.27,0.04,-0.24,-0.09
9.59,2.18,0.15,0.12,-0.17,-0.15
9.34,2.39,0.32,0.13,-0.1,-0.21
9.06,2.4,0.39,0.1,-0.1,-0.26
9.0,2.49,0.47,0.13,-0.14,-0.24
9.12,2.5,0.6,0.13,-0.18,-0.25
8.91,2.34,0.61,0.1,-0.2,-0.29
8.72,2.23,0.62,0.06,-0.2,-0.36
