ax,ay,az,gx,gy,gz
8.39,3.6,0.19,0.52,1.02,0.29
8.52,3.23,-0.79,0.69,0.86,0.2
8.02,1.75,0.38,0.53,1.99,-0.19
8.01,3.68,2.08,-0.03,1.93,-1.14
6.56,4.27,3.19,-0.71,1.0,-0.31
8.16,2.6,3.39,-0.53,0.06,0.14
9.84,2.6,2.97,-0.28,-0.15,0.14
9.46,3.28,3.31,-0.2,-0.25,0.18
9.49,3.56,3.29,-0.33,-0.48,0.25
9.78,3.05,2.85,-0.42,-0.51,0.21
9.31,2.12,2.54,-0.45,-0.32,0.1
8.09,1.21,2.59,-0.41,-0.26,-0.05
6.56,0.55,2.62,-0.35,-0.53,-0.26
6.45,0.53,1.33,-0.09,-0.89,-0.46
6.52,0.99,0.18,0.34,-1.19,-0.69
7.44,2.34,-0.98,0.73,-1.31,-0.75
8.71,3.88,-1.97,1.01,-1.15,-0.75
10.44,5.6,-2.28,1.08,-0.74,-0.67
11.42,7.21,-2.4,0.85,-0.31,-0.55
11.83,8.27,-2.31,0.43,-0.01,-0.34
