ax,ay,az,gx,gy,gz
8.97,2.99,1.51,0.04,-0.12,-0.09
8.73,2.92,1.42,0.04,-0.21,-0.07
8.88,2.81,1.24,0.07,-0.28,-0.08
9.13,2.96,1.14,0.07,-0.3,-0.08
9.76,3.05,1.05,0.04,-0.31,-0.07
10.4,2.95,0.91,-0.01,-0.27,-0.06
10.71,2.92,0.86,-0.06,-0.19,-0.08
10.39,2.96,0.84,-0.11,-0.09,-0.1
9.82,2.98,0.86,-0.11,-0.05,-0.1
8.96,2.91,0.97,-0.1,-0.02,-0.1
8.25,2.77,1.16,-0.12,-0.09,-0.13
8.14,2.48,1.06,-0.12,-0.2,-0.13
8.03,2.2,0.8,-0.05,-0.29,-0.16
8.11,2.18,0.66,0.04,-0.32,-0.2
8.15,2.3,0.63,0.09,-0.32,-0.26
8.3,2.37,0.61,0.06,-0.36,-0.3
8.5,2.32,0.42,0.05,-0.4,-0.33
8.8,2.2,0.09,0.08,-0.42,-0.36
9.2,2.41,0.06,0.13,-0.36,-0.42
9.22,2.73,0.34,0.15,-0.31,-0.46
