ax,ay,az,gx,gy,gz
7.44,3.13,1.38,-0.14,-0.09,-0.15
7.78,3.37,1.44,-0.06,-0.18,-0.18
7.99,3.71,1.45,0.04,-0.25,-0.18
8.27,4.13,1.34,0.08,-0.37,-0.17
9.09,4.56,1.12,0.06,-0.48,-0.13
9.92,4.81,0.78,0.02,-0.51,-0.09
10.45,4.96,0.29,-0.06,-0.46,-0.05
10.71,4.97,0.07,-0.14,-0.32,-0.01
10.5,4.91,-0.06,-0.25,-0.12,0.02
9.9,4.61,-0.02,-0.36,-0.01,0.05
9.26,4.23,0.02,-0.44,0.04,0.07
8.81,3.75,0.05,-0.46,0.05,0.09
8.2,3.18,0.29,-0.47,0.06,0.08
7.83,2.61,0.56,-0.47,0.05,0.0
7.61,2.25,0.86,-0.44,-0.03,-0.08
7.48,2.08,0.92,-0.34,-0.2,-0.16
7.67,2.3,0.82,-0.19,-0.37,-0.22
8.04,2.85,0.66,-0.06,-0.44,-0.26
8.37,3.38,0.6,-0.0,-0.43,-0.28
8.71,3.84,0.61,-0.03,-0.42,-0.3
