ax,ay,az,gx,gy,gz
3.88,6.1,1.65,1.24,-0.41,-2.1
6.65,7.59,1.7,0.59,-0.97,-2.02
9.91,9.06,0.79,0.2,-1.28,-1.64
13.02,10.31,-0.74,0.04,-0.89,-1.39
15.46,12.01,-0.95,-0.21,-0.13,-1.04
15.63,12.33,-0.31,-0.64,0.18,-0.5
15.68,11.34,-0.38,-0.9,0.13,0.3
15.75,9.36,-1.28,-1.03,0.15,0.8
14.59,7.21,-2.09,-0.99,0.45,1.1
12.92,5.62,-1.98,-0.87,0.82,1.26
11.21,3.97,-1.79,-0.72,0.92,1.49
9.59,2.19,-1.67,-0.67,0.81,1.6
8.57,0.5,-1.61,-0.6,0.71,1.66
7.53,-0.89,-1.45,-0.61,0.73,1.55
6.56,-2.1,-1.29,-0.62,0.8,1.3
5.75,-2.9,-1.02,-0.59,0.83,0.92
4.77,-3.6,-0.62,-0.43,0.84,0.47
4.29,-3.99,-0.31,-0.05,0.74,-0.09
3.95,-3.03,-0.12,0.41,0.55,-0.7
