ax,ay,az,gx,gy,gz
7.87,2.04,1.59,0.88,-0.49,-1.71
9.86,5.34,1.16,0.69,-0.86,-1.5
11.72,7.52,0.27,0.37,-0.86,-1.15
14.28,9.16,-1.02,-0.05,-0.47,-0.79
15.05,10.35,-1.37,-0.3,0.05,-0.5
14.0,10.18,-1.6,-0.29,0.43,-0.26
13.08,9.57,-1.38,-0.09,0.75,0.18
11.45,8.59,-0.82,-0.14,0.82,0.52
10.45,7.02,-0.43,-0.45,0.63,0.83
9.0,4.88,-0.2,-0.77,0.37,1.1
8.84,2.51,-0.67,-0.66,0.41,1.17
7.98,0.89,-0.68,-0.27,0.62,1.13
6.99,-0.09,-0.35,-0.03,0.68,0.92
5.97,-0.59,0.06,-0.04,0.54,0.59
5.35,-0.84,0.36,-0.28,0.19,0.24
5.98,-1.9,-0.22,-0.16,0.11,0.07
6.0,-2.24,-0.46,0.08,0.18,-0.29
5.82,-1.88,-0.03,0.29,0.21,-0.64
5.69,-1.07,0.3,0.33,0.09,-0.97
