ax,ay,az,gx,gy,gz
8.87,0.5,-2.5,-0.36,1.27,0.77
7.47,-0.24,-1.77,-0.4,1.63,0.44
6.08,-0.69,-0.89,-0.3,1.74,0.13
5.22,-0.8,-0.04,-0.03,1.73,-0.12
4.3,-0.45,0.86,0.2,1.66,-0.32
4.24,0.07,1.54,0.23,1.53,-0.64
3.97,0.55,2.34,0.28,1.35,-0.9
4.03,1.14,3.09,0.42,1.03,-1.05
4.72,2.19,3.71,0.49,0.63,-1.22
5.26,3.11,4.06,0.54,0.17,-1.3
6.22,4.41,4.21,0.61,-0.25,-1.32
7.05,5.8,3.97,0.64,-0.58,-1.25
8.2,7.62,3.68,0.52,-0.85,-1.14
9.84,9.93,3.81,0.14,-1.0,-0.98
10.67,11.17,3.5,-0.29,-1.27,-0.65
12.0,11.53,2.23,-0.61,-1.54,-0.17
12.71,11.7,0.28,-0.75,-1.6,0.3
13.04,11.35,-1.61,-1.01,-1.44,0.72
12.8,9.61,-3.29,-1.24,-1.07,1.06
