ax,ay,az,gx,gy,gz
7.61,4.57,-8.22,-0.14,2.73,0.3
5.85,3.11,-6.7,0.42,2.69,0.33
5.35,3.49,-5.3,0.79,2.62,0.03
4.3,4.39,-3.84,0.58,2.54,-0.23
3.47,4.17,-2.4,0.18,2.17,-0.49
3.58,2.82,-1.92,0.29,1.71,-0.73
3.8,2.48,-1.81,0.91,1.59,-0.84
3.24,3.84,-1.56,1.44,1.59,-1.04
2.93,4.92,-1.18,1.55,1.42,-1.15
2.96,6.18,-0.86,1.32,0.94,-1.0
3.04,6.55,-0.59,1.04,0.44,-0.88
3.57,7.96,-0.93,0.75,-0.1,-0.85
3.57,8.4,-1.01,0.5,-0.53,-0.83
3.83,8.83,-1.23,0.34,-0.85,-0.71
4.38,9.51,-1.44,0.3,-1.13,-0.55
5.03,9.53,-2.0,0.36,-1.4,-0.33
5.5,9.19,-2.86,0.54,-1.66,-0.09
5.59,9.09,-3.57,0.65,-1.7,0.04
5.74,9.67,-4.04,0.49,-1.59,0.08
6.08,9.96,-4.6,0.08,-1.52,0.17
