time,ax,ay,az,gx,gy,gz,label
1769505469.8561769,-12.35,1.12,1.25,0.34,-0.27,0.68,8
1769505469.858958,-12.54,1.24,1.49,0.3,-0.31,0.68,8
1769505469.861671,-12.68,1.18,1.38,0.33,-0.34,0.65,8
1769505469.8644118,-12.63,0.99,1.48,0.35,-0.39,0.62,8
1769505469.869853,-12.61,0.86,1.59,0.36,-0.43,0.62,8
1769505469.872572,-12.5,0.74,1.88,0.37,-0.47,0.62,8
1769505469.875476,-12.61,0.68,2.19,0.38,-0.49,0.62,8
1769505469.878241,-12.79,0.72,2.6,0.36,-0.53,0.63,8
1769505469.880992,-12.92,0.86,2.87,0.34,-0.57,0.64,8
1769505469.883723,-13.07,0.96,3.14,0.31,-0.61,0.64,8
1769505469.88654,-13.13,1.0,3.45,0.26,-0.67,0.66,8
1769505469.88935,-13.15,0.98,3.76,0.18,-0.73,0.67,8
1769505469.89201,-13.18,0.95,4.05,0.11,-0.81,0.67,8
1769505469.8948202,-13.33,0.92,4.13,0.03,-0.92,0.66,8
1769505469.897541,-13.62,0.78,4.45,-0.05,-1.06,0.62,8
1769505469.903007,-13.94,0.73,4.59,-0.13,-1.22,0.59,8
1769505469.905835,-14.29,0.59,4.71,-0.21,-1.4,0.54,8
1769505469.9085262,-14.58,0.43,4.84,-0.28,-1.58,0.49,8
1769505469.911394,-14.66,0.21,4.92,-0.35,-1.78,0.45,8
1769505469.91406,-14.7,-0.12,4.94,-0.4,-1.97,0.42,8
1769505469.9169228,-14.57,-0.64,4.99,-0.41,-2.15,0.4,8
1769505469.9195871,-14.36,-1.24,5.26,-0.4,-2.33,0.38,8
1769505469.92511,-14.02,-1.94,5.42,-0.38,-2.45,0.38,8
1769505469.927836,-13.78,-2.32,5.42,-0.34,-2.61,0.39,8
1769505469.9305978,-13.62,-2.86,5.7,-0.3,-2.74,0.42,8
1769505469.933426,-13.07,-3.21,6.39,-0.25,-2.84,0.42,8
1769505469.936171,-13.27,-3.35,6.91,-0.22,-2.88,0.46,8
1769505469.938863,-13.46,-3.67,7.16,-0.22,-2.97,0.53,8
1769505469.9443982,-13.69,-3.83,7.58,-0.25,-3.07,0.59,8
1769505469.947191,-13.84,-3.9,7.32,-0.28,-3.19,0.63,8
1769505469.949944,-14.3,-4.15,7.19,-0.32,-3.36,0.66,8
1769505469.952744,-14.72,-4.33,7.41,-0.36,-3.57,0.67,8
1769505469.955455,-15.29,-5.0,8.31,-0.42,-3.79,0.66,8
1769505469.958313,-15.33,-6.04,8.94,-0.4,-3.95,0.59,8
1769505469.961056,-14.6,-7.06,9.28,-0.34,-3.99,0.42,8
1769505469.968346,-13.96,-7.72,9.81,-0.25,-4.04,0.29,8
1769505469.9710789,-12.8,-10.41,14.77,-0.03,-4.37,0.05,8
1769505469.9738472,-13.06,-11.06,15.4,-0.02,-4.37,0.07,8
1769505469.9766212,-13.16,-11.75,15.99,-0.04,-4.37,0.12,8
1769505469.982071,-13.0,-12.39,16.77,-0.1,-4.35,0.19,8
1769505469.984847,-13.48,-12.26,17.28,-0.17,-4.31,0.25,8
1769505469.990398,-14.06,-13.66,17.2,-0.29,-4.18,0.31,8
1769505469.993174,-14.22,-14.52,17.77,-0.43,-4.12,0.37,8
1769505469.999545,-14.31,-14.92,18.05,-0.63,-4.04,0.45,8
