time,ax,ay,az,gx,gy,gz,label
1769505827.164458,-10.3,2.11,1.42,0.88,-1.04,0.36,8
1769505827.16717,-10.57,2.1,1.52,0.87,-1.13,0.39,8
1769505827.170021,-10.82,2.01,1.63,0.85,-1.22,0.41,8
1769505827.172717,-10.89,1.86,1.75,0.85,-1.3,0.44,8
1769505827.178074,-10.78,1.77,1.98,0.86,-1.39,0.44,8
1769505827.180956,-10.73,1.66,2.32,0.87,-1.47,0.43,8
1769505827.183655,-10.71,1.57,2.66,0.89,-1.56,0.43,8
1769505827.1864629,-10.65,1.54,3.39,0.91,-1.62,0.41,8
1769505827.18924,-10.68,1.54,3.78,0.92,-1.67,0.4,8
1769505827.1919832,-10.71,1.63,4.4,0.92,-1.71,0.38,8
1769505827.194716,-10.75,1.62,4.79,0.93,-1.78,0.37,8
1769505827.19744,-10.81,1.37,5.29,0.94,-1.82,0.36,8
1769505827.200318,-10.97,0.96,5.5,1.0,-1.89,0.34,8
1769505827.202975,-10.92,0.52,6.24,1.09,-1.9,0.3,8
1769505827.205885,-10.98,0.21,6.55,1.17,-1.95,0.26,8
1769505827.211254,-11.27,0.5,6.72,1.24,-1.98,0.23,8
1769505827.214049,-11.55,0.75,7.22,1.32,-1.97,0.2,8
1769505827.216754,-11.32,0.75,8.48,1.32,-1.99,0.2,8
1769505827.21956,-11.14,0.53,9.22,1.32,-2.01,0.22,8
1769505827.222255,-10.81,0.04,9.66,1.34,-1.98,0.22,8
1769505827.225124,-10.24,-0.33,9.96,1.37,-1.91,0.18,8
1769505827.227836,-9.75,-0.55,10.37,1.39,-1.84,0.13,8
1769505827.230599,-9.18,-0.77,11.21,1.39,-1.75,0.1,8
1769505827.2333922,-8.44,-0.79,11.89,1.38,-1.68,0.08,8
1769505827.2389271,-8.11,-0.92,12.28,1.35,-1.56,0.05,8
1769505827.24156,-7.97,-1.12,12.58,1.34,-1.43,0.05,8
1769505827.244332,-8.05,-1.46,13.19,1.36,-1.31,0.09,8
1769505827.24728,-8.38,-1.81,13.97,1.37,-1.17,0.14,8
1769505827.252692,-8.97,-2.15,14.23,1.4,-1.06,0.21,8
1769505827.255369,-9.61,-2.25,15.13,1.41,-0.88,0.3,8
1769505827.258231,-10.28,-2.61,15.2,1.39,-0.78,0.44,8
1769505827.2609951,-11.44,-2.53,15.13,1.38,-0.74,0.58,8
1769505827.263788,-12.05,-2.5,15.11,1.35,-0.67,0.69,8
1769505827.266516,-12.9,-2.43,15.0,1.31,-0.65,0.8,8
1769505827.271984,-13.67,-2.41,14.96,1.24,-0.64,0.91,8
1769505827.274472,-14.29,-2.37,14.74,1.16,-0.66,1.0,8
1769505827.279882,-16.68,-1.65,13.62,0.63,-0.99,1.26,8
1769505827.282677,-17.28,-1.28,13.34,0.45,-1.11,1.31,8
1769505827.285408,-17.79,-1.02,13.08,0.25,-1.25,1.34,8
1769505827.288117,-18.24,-0.71,12.85,0.04,-1.41,1.38,8
1769505827.291,-18.77,-0.45,12.67,-0.18,-1.58,1.42,8
1769505827.293784,-19.12,-0.24,12.58,-0.43,-1.74,1.45,8
1769505827.299277,-19.5,-0.06,12.2,-0.67,-1.93,1.49,8
1769505827.302001,-19.61,0.07,12.03,-0.93,-2.13,1.51,8
1769505827.304849,-19.61,0.27,11.73,-1.22,-2.32,1.53,8
1769505827.307561,-19.61,0.51,11.43,-1.5,-2.53,1.55,8
1769505827.310278,-19.61,0.71,10.98,-1.78,-2.72,1.55,8
1769505827.313152,-19.61,0.78,10.47,-2.06,-2.93,1.55,8
1769505827.3185868,-19.61,0.7,9.99,-2.34,-3.11,1.54,8
1769505827.3212428,-19.61,0.38,9.33,-2.6,-3.29,1.5,8
1769505827.324119,-19.61,-0.04,8.61,-2.82,-3.46,1.48,8
1769505827.326784,-19.61,-0.54,7.72,-3.01,-3.61,1.44,8
1769505827.329658,-19.61,-0.84,7.18,-3.17,-3.76,1.41,8
1769505827.332414,-19.61,-1.13,6.42,-3.3,-3.9,1.37,8
1769505827.3351538,-19.61,-1.18,5.61,-3.41,-4.01,1.35,8
1769505827.3406038,-19.61,-1.12,4.76,-3.5,-4.13,1.34,8
1769505827.3434172,-19.61,-1.13,3.82,-3.57,-4.23,1.35,8
1769505827.346184,-19.61,-1.13,2.81,-3.6,-4.32,1.37,8
1769505827.348962,-19.61,-0.98,1.83,-3.62,-4.37,1.39,8
1769505827.3517098,-19.61,-0.76,1.08,-3.61,-4.37,1.41,8
1769505827.354507,-19.61,-0.38,0.12,-3.59,-4.37,1.44,8
1769505827.359923,-19.61,0.16,-0.86,-3.56,-4.37,1.47,8
1769505827.364249,-19.61,0.71,-1.83,-3.5,-4.37,1.49,8
1769505827.367006,-19.61,5.39,-6.18,-3.17,-4.37,1.31,8
1769505827.36974,-19.61,7.32,-7.06,-3.15,-4.37,1.21,8
1769505827.372603,-19.61,9.39,-7.93,-3.16,-4.37,1.11,8
1769505827.375349,-19.61,11.16,-8.73,-3.19,-4.37,0.99,8
1769505827.380778,-19.61,12.73,-9.26,-3.24,-4.37,0.85,8
1769505827.383562,-19.61,14.03,-10.15,-3.32,-4.37,0.7,8
1769505827.386372,-19.61,14.86,-10.82,-3.39,-4.37,0.56,8
1769505827.3892171,-19.61,16.15,-11.79,-3.46,-4.37,0.45,8
1769505827.391973,-19.61,17.46,-12.64,-3.51,-4.37,0.36,8
1769505827.397363,-19.61,18.79,-13.47,-3.53,-4.37,0.28,8
1769505827.40011,-19.61,19.61,-13.88,-3.54,-4.37,0.22,8
1769505827.402997,-19.61,19.61,-13.87,-3.54,-4.37,0.16,8
1769505827.40581,-19.61,19.61,-14.65,-3.49,-4.37,0.08,8
1769505827.411139,-19.61,19.61,-15.18,-3.37,-4.37,-0.07,8
1769505827.414111,-19.61,19.61,-15.46,-3.25,-4.37,-0.25,8
1769505827.4167628,-19.61,19.61,-17.28,-2.97,-4.37,-0.54,8
1769505827.4196758,-19.61,19.61,-15.73,-2.8,-4.37,-0.92,8
1769505827.4249768,-19.61,19.61,-15.35,-2.7,-4.37,-1.24,8
1769505827.429302,-19.61,19.61,-15.52,-2.61,-4.37,-1.72,8
1769505827.432003,-19.61,19.61,-14.5,-2.4,-4.37,-3.65,8
1769505827.434889,-19.61,19.61,-14.26,-2.37,-4.37,-3.99,8
1769505827.4404428,-19.61,19.61,-14.03,-2.34,-4.37,-4.28,8
1769505827.44301,-19.61,19.61,-13.75,-2.32,-4.37,-4.37,8
1769505827.445788,-19.61,19.61,-13.55,-2.31,-4.37,-4.37,8
1769505827.44946,-19.61,19.61,-13.3,-2.31,-4.37,-4.37,8
1769505827.453951,-19.61,19.61,-13.0,-2.3,-4.37,-4.37,8
1769505827.4570382,-18.93,19.61,-12.7,-2.29,-4.37,-4.37,8
1769505827.4597309,-17.36,19.61,-12.21,-2.29,-4.37,-4.37,8
1769505827.462373,-15.76,19.61,-11.8,-2.29,-4.37,-4.37,8
1769505827.467829,-14.11,19.61,-11.56,-2.28,-4.37,-4.37,8
1769505827.471609,-12.38,19.61,-11.38,-2.3,-4.37,-4.37,8
1769505827.473513,-10.75,19.61,-11.11,-2.31,-4.37,-4.37,8
1769505827.476243,-9.04,19.61,-10.91,-2.34,-4.37,-4.37,8
