time,ax,ay,az,gx,gy,gz,label
1769501796.755179,5.79,4.36,-0.92,0.02,-0.25,-0.33,6
1769501796.757878,5.61,4.38,-0.93,0.05,-0.24,-0.34,6
1769501796.760581,5.52,4.36,-0.89,0.09,-0.24,-0.34,6
1769501796.763361,5.49,4.41,-0.81,0.11,-0.23,-0.35,6
1769501796.768814,5.56,4.42,-0.72,0.14,-0.22,-0.35,6
1769501796.771604,5.61,4.3,-0.77,0.17,-0.2,-0.36,6
1769501796.7743092,5.6,4.16,-0.78,0.2,-0.17,-0.36,6
1769501796.777188,5.58,4.0,-0.75,0.24,-0.13,-0.38,6
1769501796.7798662,5.55,3.77,-0.74,0.27,-0.1,-0.38,6
1769501796.782706,5.39,3.65,-0.59,0.32,-0.06,-0.39,6
1769501796.785383,5.26,3.46,-0.64,0.36,0.01,-0.4,6
1769501796.788203,5.17,3.39,-0.44,0.4,0.06,-0.4,6
1769501796.790976,5.07,3.51,-0.75,0.43,0.13,-0.39,6
1769501796.7937589,4.8,3.32,-0.53,0.45,0.18,-0.41,6
1769501796.79648,4.64,3.05,-0.32,0.49,0.22,-0.43,6
1769501796.799281,4.36,2.75,-0.15,0.52,0.26,-0.46,6
1769501796.80203,4.17,2.51,0.18,0.55,0.28,-0.47,6
1769501796.80477,3.98,2.21,0.36,0.58,0.29,-0.49,6
1769501796.807585,3.75,1.75,0.56,0.63,0.29,-0.53,6
1769501796.8102689,3.35,0.85,1.56,0.71,0.26,-0.56,6
1769501796.815619,2.74,0.26,1.73,0.74,0.24,-0.6,6
1769501796.818511,2.56,-0.23,2.1,0.77,0.17,-0.7,6
1769501796.8212202,2.1,-0.83,2.06,0.85,0.14,-0.77,6
1769501796.824058,1.86,-1.19,2.04,0.99,0.13,-0.84,6
1769501796.826763,1.82,-1.56,2.28,1.14,0.13,-0.88,6
1769501796.829611,1.7,-1.79,2.35,1.3,0.13,-0.92,6
1769501796.832374,1.64,-2.04,2.63,1.44,0.13,-0.94,6
1769501796.837776,1.64,-2.32,2.75,1.58,0.13,-0.97,6
1769501796.840642,1.66,-2.72,2.73,1.76,0.15,-1.02,6
1769501796.843379,1.64,-3.0,2.72,1.92,0.19,-1.05,6
1769501796.846167,1.71,-3.17,2.76,2.09,0.24,-1.1,6
1769501796.8488882,1.77,-3.47,2.77,2.27,0.28,-1.15,6
1769501796.851721,1.92,-3.74,2.77,2.42,0.31,-1.19,6
1769501796.854424,1.83,-3.91,2.75,2.56,0.35,-1.26,6
1769501796.8572009,1.78,-4.06,2.67,2.72,0.38,-1.35,6
1769501796.85986,1.71,-4.3,2.59,2.88,0.39,-1.41,6
1769501796.862684,1.35,-4.25,2.45,3.03,0.43,-1.51,6
1769501796.865443,1.24,-4.36,2.24,3.15,0.46,-1.59,6
1769501796.868267,1.16,-4.39,2.17,3.28,0.49,-1.68,6
1769501796.870989,1.17,-4.41,2.09,3.4,0.51,-1.78,6
1769501796.873803,1.12,-4.46,1.93,3.51,0.53,-1.87,6
1769501796.876553,1.1,-4.32,1.94,3.6,0.53,-1.94,6
1769501796.879325,0.96,-3.99,1.87,3.68,0.52,-1.98,6
1769501796.884725,0.73,-3.64,1.83,3.73,0.5,-2.01,6
1769501796.887517,0.58,-3.26,1.89,3.75,0.46,-2.03,6
1769501796.8902552,0.44,-2.83,2.09,3.77,0.47,-2.09,6
1769501796.893047,0.52,-2.67,2.07,3.74,0.39,-2.15,6
1769501796.8957598,0.26,-2.43,2.01,3.69,0.32,-2.21,6
1769501796.898645,0.1,-2.38,2.11,3.68,0.33,-2.29,6
1769501796.901366,0.06,-2.26,2.09,3.66,0.3,-2.36,6
1769501796.904148,-0.05,-2.35,2.04,3.61,0.23,-2.42,6
1769501796.906886,-0.19,-2.51,1.98,3.57,0.11,-2.47,6
1769501796.909674,-0.18,-2.49,1.68,3.64,0.13,-2.58,6
1769501796.912458,-0.08,-2.1,1.41,3.62,0.07,-2.85,6
1769501796.9152482,0.5,-2.31,1.18,3.56,-0.1,-3.07,6
1769501796.918028,0.97,-1.87,0.83,3.45,-0.3,-3.24,6
1769501796.923286,1.25,-2.03,0.42,3.35,-0.61,-3.31,6
1769501796.926153,1.87,-0.22,-0.11,3.2,-0.81,-3.33,6
1769501796.9289,1.16,-0.04,-1.19,3.08,-0.96,-3.43,6
1769501796.9317088,1.2,0.34,-2.34,2.97,-0.97,-3.48,6
1769501796.9345212,2.21,0.99,-3.28,2.88,-1.0,-3.56,6
1769501796.9372602,3.45,1.57,-4.32,2.76,-1.13,-3.65,6
1769501796.9400718,5.94,2.41,-5.23,2.62,-1.27,-3.75,6
1769501796.9428558,7.65,2.07,-4.46,2.24,-2.45,-3.9,6
1769501796.945618,6.37,4.22,-7.53,2.14,-2.05,-3.96,6
1769501796.948433,8.1,4.98,-8.53,2.01,-2.16,-4.01,6
1769501796.95377,8.92,6.25,-9.6,2.07,-2.07,-4.05,6
1769501796.956442,9.84,7.82,-8.09,2.25,-2.23,-3.98,6
1769501796.959282,9.35,13.56,-6.31,2.49,-2.97,-3.56,6
1769501796.962101,8.12,7.82,-7.97,2.8,-3.22,-2.76,6
1769501796.964865,8.7,13.02,-10.52,3.13,-3.52,-2.1,6
1769501796.969393,8.32,13.38,-11.95,3.56,-3.84,-1.54,6
1769501796.9721222,19.61,7.22,-11.35,1.81,1.32,-3.89,6
1769501796.974957,19.61,10.66,-7.37,1.99,-0.27,-3.78,6
1769501796.980235,19.61,11.21,-12.89,2.17,-1.13,-3.82,6
1769501796.98311,19.61,12.58,-19.61,2.12,-1.15,-3.89,6
1769501796.9859982,19.61,13.46,-19.61,2.14,-0.95,-3.92,6
1769501796.9886878,19.61,14.91,-19.61,2.02,-0.52,-3.77,6
1769501796.991574,19.61,15.56,-19.61,1.95,0.02,-3.48,6
