time,ax,ay,az,gx,gy,gz,label
1769502355.6218612,4.97,4.5,3.85,0.13,-0.46,-0.34,6
1769502355.624633,4.93,4.62,3.85,0.1,-0.47,-0.35,6
1769502355.6274529,4.89,4.63,3.73,0.08,-0.47,-0.38,6
1769502355.6301382,4.9,4.56,3.7,0.05,-0.48,-0.39,6
1769502355.6328928,4.92,4.57,3.66,0.02,-0.48,-0.42,6
1769502355.63564,4.91,4.6,3.65,-0.03,-0.48,-0.44,6
1769502355.640962,4.81,4.67,3.62,-0.07,-0.5,-0.46,6
1769502355.6439629,4.79,4.7,3.46,-0.11,-0.5,-0.48,6
1769502355.6466188,4.72,4.6,3.48,-0.15,-0.51,-0.5,6
1769502355.649405,4.7,4.52,3.37,-0.19,-0.52,-0.53,6
1769502355.6521332,4.66,4.46,3.28,-0.24,-0.52,-0.55,6
1769502355.654987,4.61,4.47,3.17,-0.29,-0.53,-0.57,6
1769502355.657557,4.56,4.54,3.07,-0.36,-0.52,-0.6,6
1769502355.6604958,4.5,4.56,2.95,-0.42,-0.51,-0.62,6
1769502355.6632051,4.44,4.53,2.77,-0.5,-0.5,-0.65,6
1769502355.6660411,4.42,4.43,2.75,-0.57,-0.49,-0.68,6
1769502355.668824,4.27,4.29,2.67,-0.64,-0.49,-0.71,6
1769502355.674106,4.12,3.99,2.67,-0.72,-0.49,-0.75,6
1769502355.6770828,3.96,3.65,2.42,-0.78,-0.49,-0.78,6
1769502355.6797178,3.75,3.24,2.36,-0.83,-0.51,-0.82,6
1769502355.682543,3.67,2.93,2.36,-0.87,-0.51,-0.85,6
1769502355.6853418,3.57,2.4,2.17,-0.88,-0.51,-0.89,6
1769502355.6880808,3.54,1.83,2.01,-0.87,-0.5,-0.94,6
1769502355.690773,3.5,1.19,1.9,-0.83,-0.5,-0.99,6
1769502355.6936178,3.41,0.62,1.88,-0.77,-0.51,-1.04,6
1769502355.696398,3.38,0.17,1.65,-0.68,-0.54,-1.08,6
1769502355.699104,3.24,-0.19,1.68,-0.58,-0.62,-1.13,6
1769502355.704576,3.17,-0.45,1.67,-0.47,-0.73,-1.17,6
1769502355.707329,3.07,-0.84,1.67,-0.37,-0.87,-1.21,6
1769502355.710133,2.68,-1.58,2.34,-0.2,-1.07,-1.19,6
1769502355.712855,3.21,-1.97,3.55,-0.08,-1.3,-1.11,6
1769502355.715669,3.36,-2.37,3.78,0.01,-1.16,-0.92,6
1769502355.7184231,3.65,-2.53,4.29,0.16,-1.14,-0.65,6
1769502355.721238,3.5,-2.34,3.56,0.32,-1.36,-0.39,6
1769502355.72401,0.97,-2.33,1.04,0.62,-2.28,-1.34,6
1769502355.7267709,-4.53,-4.53,1.82,0.66,-2.01,-1.75,6
1769502355.7321851,-3.48,-5.68,6.34,0.84,-2.2,-2.16,6
1769502355.735002,-2.22,-5.44,4.43,1.06,-2.04,-2.21,6
1769502355.7377222,-1.15,-4.53,5.17,1.28,-2.03,-2.19,6
1769502355.740478,-0.38,-3.96,5.97,1.37,-2.1,-2.27,6
1769502355.743327,-0.42,-4.03,5.52,1.42,-2.16,-2.37,6
1769502355.7460868,-0.67,-3.73,5.52,1.43,-2.25,-2.47,6
1769502355.748807,-1.13,-3.43,5.19,1.43,-2.33,-2.54,6
1769502355.7561011,-3.57,-3.36,4.56,1.41,-2.2,-2.67,6
1769502355.758753,-1.0,-2.26,4.64,1.07,-0.99,-2.68,6
1769502355.761572,-0.91,-2.12,3.48,1.07,-1.28,-2.83,6
1769502355.7644129,-0.92,-2.21,3.43,1.08,-1.51,-2.91,6
1769502355.770011,-1.87,-2.23,3.36,1.08,-1.62,-3.01,6
1769502355.7726169,-2.24,-2.52,4.56,1.01,-1.33,-3.05,6
1769502355.775258,-2.67,-2.37,4.12,0.97,-1.14,-3.05,6
1769502355.778114,-2.88,-2.16,3.35,1.0,-1.23,-3.12,6
1769502355.7809129,-3.21,-2.16,2.33,1.08,-1.43,-3.17,6
1769502355.783694,-3.62,-2.29,3.54,1.12,-1.22,-3.2,6
1769502355.786506,-3.7,-2.15,2.93,1.15,-1.26,-3.21,6
1769502355.789286,-3.8,-2.01,2.7,1.22,-1.32,-3.24,6
1769502355.794704,-4.01,-2.01,2.85,1.28,-1.28,-3.25,6
1769502355.797428,-4.09,-1.9,2.63,1.34,-1.31,-3.28,6
1769502355.800266,-4.23,-1.96,2.42,1.42,-1.31,-3.32,6
1769502355.803082,-4.23,-2.09,2.15,1.51,-1.32,-3.39,6
1769502355.805823,-4.35,-2.3,2.2,1.6,-1.33,-3.47,6
1769502355.808634,-4.63,-2.44,2.2,1.69,-1.36,-3.53,6
1769502355.811309,-4.77,-2.61,1.61,1.82,-1.19,-3.59,6
1769502355.8141282,-4.89,-2.77,1.72,1.94,-1.17,-3.66,6
1769502355.819486,-4.89,-2.88,2.38,1.99,-1.15,-3.7,6
1769502355.8223329,-4.44,-3.23,2.94,1.95,-1.2,-3.73,6
1769502355.825164,-4.47,-2.28,0.73,2.06,-0.9,-3.93,6
1769502355.827866,-3.62,-1.77,-0.4,2.2,-1.21,-4.02,6
1769502355.830691,-4.78,-0.92,-5.53,2.87,-1.3,-4.23,6
1769502355.833472,-4.9,-0.18,-5.76,3.4,-1.78,-4.36,6
1769502355.8365371,-5.99,-0.83,0.62,3.56,-1.76,-4.37,6
1769502355.84156,-5.47,-1.14,-0.13,3.36,-1.23,-4.37,6
1769502355.844479,-4.85,-0.57,-0.31,3.26,-0.75,-4.37,6
1769502355.847224,-4.65,2.12,-3.12,3.4,-0.91,-4.37,6
1769502355.850008,-4.85,10.61,-6.63,3.58,-0.75,-4.37,6
1769502355.852718,-3.51,7.81,-5.09,3.64,-0.39,-4.37,6
1769502355.855565,-3.78,9.41,-0.47,3.7,-0.45,-4.37,6
1769502355.858289,-4.95,10.43,-3.04,3.54,-0.33,-4.37,6
1769502355.865317,-3.9,10.07,-4.07,3.55,-0.12,-4.37,6
1769502355.8683012,-3.48,13.01,-7.35,3.58,-0.02,-4.37,6
1769502355.870916,-2.13,11.82,-6.14,3.67,-0.35,-4.37,6
1769502355.873762,-4.13,11.6,-6.36,3.85,0.0,-4.37,6
1769502355.877043,-3.85,11.6,-7.83,4.01,0.53,-4.37,6
1769502355.8793652,-4.39,11.58,-11.98,3.93,0.69,-4.37,6
1769502355.882129,-6.24,11.65,-11.43,3.21,2.4,-4.37,6
1769502355.887611,-5.81,13.62,-6.43,3.51,0.08,-4.37,6
1769502355.890221,-6.39,12.48,-8.63,4.25,-1.22,-4.01,6
1769502355.893878,-5.07,10.25,-11.72,4.37,-0.96,-4.07,6
1769502355.895985,-3.77,10.21,-10.28,3.91,-0.84,-4.03,6
1769502355.898713,-2.32,11.7,-9.45,3.71,-0.74,-4.15,6
1769502355.901449,-1.18,14.07,-11.51,3.68,-0.89,-4.21,6
1769502355.906803,-1.02,16.23,-12.54,3.78,-1.03,-4.13,6
1769502355.909759,-0.66,17.15,-12.05,3.88,-1.15,-4.06,6
1769502355.9123788,-0.44,15.89,-12.97,3.77,-1.08,-4.01,6
1769502355.915088,-0.13,15.41,-13.82,3.26,-0.98,-3.82,6
1769502355.918216,-1.9,17.58,-11.48,3.15,-1.81,-3.34,6
