ax,ay,az,gx,gy,gz
-3.09,2.17,-6.35,-0.03,-4.36,-0.9
-4.72,1.07,-9.31,0.42,-4.37,-0.84
-4.16,0.28,-11.24,0.86,-3.67,-1.6
-6.81,1.13,-9.48,1.24,-3.29,-1.93
-8.07,3.47,-9.67,1.11,-4.2,-1.97
-7.58,2.65,-11.01,1.4,-4.37,-1.7
-5.2,2.61,-13.85,2.1,-4.37,-1.42
-3.0,3.12,-13.62,2.91,-4.37,-1.23
-0.78,4.5,-14.4,3.28,-4.37,-1.1
2.97,7.44,-16.68,2.78,-4.37,-0.91
3.75,9.54,-17.4,1.89,-4.37,-0.64
8.22,7.7,-16.65,1.23,-4.29,-0.92
9.21,7.35,-14.65,0.98,-2.79,-1.6
5.38,11.24,-16.25,1.09,-2.62,-0.93
7.6,11.37,-18.82,1.12,-1.98,-0.46
9.41,10.79,-18.5,1.17,-0.56,-0.19
10.02,8.71,-19.61,1.51,0.43,-0.0
11.53,9.04,-19.61,1.32,0.54,0.55
9.68,6.29,-19.61,0.96,1.18,0.66
5.77,4.04,-19.61,0.77,3.41,-0.12
