ax,ay,az,gx,gy,gz
3.58,5.4,0.24,-0.48,-0.3,0.19
2.86,4.78,-0.14,-0.37,-0.71,0.38
2.21,1.58,0.13,0.51,-0.21,0.48
0.4,0.76,1.59,1.36,-0.17,-0.2
-2.03,3.16,2.54,0.83,-1.28,-0.54
-3.24,2.83,2.48,-0.16,-2.42,-0.77
-5.3,-0.79,3.85,-0.51,-3.35,-0.88
-6.91,-1.17,2.68,-0.14,-4.37,-0.75
-9.4,-3.11,1.88,0.46,-4.37,-1.27
-13.36,-2.11,0.89,0.48,-4.37,-1.96
-16.38,-2.47,-1.69,0.02,-4.37,-2.93
-19.42,-2.76,-5.14,-0.15,-4.37,-3.97
-19.61,-3.5,-9.69,0.64,-4.37,-4.37
-19.61,-3.2,-15.84,2.25,-4.37,-4.37
-19.61,-0.75,-19.61,3.7,-4.37,-4.24
-19.61,3.07,-19.61,4.18,-4.37,-3.67
-19.61,5.59,-19.61,3.55,-4.37,-3.46
-19.61,8.56,-19.61,2.81,-4.37,-3.5
-19.61,12.07,-19.61,2.36,-4.37,-3.01
-12.37,14.27,-19.61,3.27,-4.37,-1.93
