ax,ay,az,gx,gy,gz
19.34,-0.8,-15.1,-0.92,0.35,-0.09
19.61,2.33,-17.26,0.05,1.93,0.24
19.61,4.62,-19.61,-0.1,3.48,0.36
19.61,4.32,-19.61,-0.64,4.37,0.53
18.12,2.95,-19.61,0.5,4.37,1.23
15.28,2.88,-19.61,3.32,4.37,2.25
6.46,8.64,-19.61,3.25,4.37,1.87
-1.1,9.83,-19.61,-0.07,4.37,-0.21
-5.39,6.18,-19.61,-2.41,4.37,-1.3
-8.71,3.46,-19.61,-2.44,4.37,-1.31
-11.19,3.03,-19.61,-1.85,4.37,-1.37
-10.32,3.92,-14.14,-1.04,4.37,-0.92
-10.07,6.42,-10.13,-0.92,4.37,-0.17
-10.49,5.08,-6.99,-1.11,3.87,0.38
-11.21,4.18,-5.04,-0.99,2.6,0.45
-12.11,3.04,-3.96,-0.52,1.5,0.81
-11.21,1.63,-4.35,-0.04,0.41,1.03
-10.46,0.17,-5.81,0.42,-0.25,1.17
-8.69,-1.48,-6.6,1.16,-0.14,0.97
-6.78,0.14,-5.84,1.64,0.27,0.69
