ax,ay,az,gx,gy,gz
-6.12,0.8,-0.89,-0.01,-2.24,-0.29
-5.37,1.02,-1.5,0.38,-2.94,-0.6
-6.66,2.21,-1.41,0.5,-3.9,-0.51
-9.68,1.57,-1.77,0.94,-4.37,-0.07
-8.32,-4.02,-4.93,1.76,-4.17,-0.75
-9.24,-0.89,-4.54,2.81,-3.61,-1.14
-13.21,-1.06,-3.57,2.69,-4.37,-1.29
-15.38,1.35,-6.36,1.71,-4.37,-1.44
-13.97,-0.55,-10.04,0.86,-4.37,-1.89
-15.67,0.04,-12.22,0.21,-4.37,-2.8
-18.81,0.01,-18.69,0.59,-4.37,-3.66
-17.68,1.71,-19.61,2.19,-4.37,-3.58
-15.9,3.51,-19.61,3.22,-4.37,-3.21
-13.15,9.97,-19.61,2.82,-4.37,-2.92
-9.35,12.18,-19.61,2.11,-4.37,-2.19
-3.36,11.36,-19.61,1.66,-4.37,-1.64
1.21,11.19,-19.61,2.09,-3.67,-1.02
3.77,13.03,-19.61,2.74,-1.84,-0.19
5.6,13.23,-19.61,2.54,-0.39,0.62
7.83,10.97,-19.61,1.5,1.13,1.01
