ax,ay,az,gx,gy,gz
5.37,3.01,2.02,-0.96,-1.28,0.18
6.62,1.74,0.49,-0.36,-1.52,0.28
6.56,2.48,0.32,0.31,-0.7,0.26
5.03,3.86,1.26,0.15,-0.36,0.23
3.09,3.73,2.82,-0.56,-1.01,0.46
2.12,2.89,3.1,-0.94,-2.31,0.41
3.41,2.15,1.78,-0.82,-2.76,0.33
1.81,2.23,2.1,-0.94,-2.6,-0.18
-0.42,3.04,2.76,-1.65,-3.07,-0.61
-1.46,2.9,2.21,-2.57,-3.57,-1.26
-2.45,0.4,1.48,-2.57,-3.46,-1.91
-8.04,-1.72,2.71,-1.49,-3.84,-2.32
-12.65,0.94,-0.38,-0.25,-4.37,-1.94
-14.95,1.05,-1.92,0.5,-4.37,-2.32
-14.41,1.95,-4.95,0.81,-4.37,-2.8
-17.33,2.66,-7.78,1.22,-4.37,-3.48
-19.61,3.28,-11.76,2.02,-4.37,-3.61
-19.61,5.24,-14.99,2.19,-4.37,-3.69
-19.61,6.12,-19.31,1.61,-4.37,-4.34
-19.61,7.69,-19.61,1.19,-4.37,-4.26
