ax,ay,az,gx,gy,gz
1.87,3.97,-2.05,0.65,0.92,1.79
3.75,2.18,-3.93,0.73,1.44,0.76
-1.37,4.15,-3.34,0.63,2.0,0.53
-8.53,3.96,-1.77,0.39,1.06,0.65
-7.95,3.99,-4.7,-0.71,-0.11,0.29
-6.69,2.5,-7.08,-1.45,-0.21,0.05
-7.82,0.92,-6.39,-1.31,-0.19,-0.17
-7.48,0.31,-4.51,-0.49,-0.69,-0.11
-4.97,1.63,-3.4,-0.04,-1.45,0.06
-1.33,1.57,-2.4,-0.32,-2.08,-0.39
2.07,1.61,-0.3,-0.58,-2.65,-1.3
3.36,1.09,0.19,-0.24,-3.89,-1.92
4.24,2.87,-0.91,0.63,-4.37,-2.14
10.84,5.66,-6.08,1.32,-4.37,-2.18
19.61,8.3,-12.85,1.84,-4.37,-2.15
19.61,13.92,-18.58,1.78,-4.37,-1.6
19.61,19.61,-19.61,1.02,-1.83,-1.45
19.61,18.6,-19.61,0.35,1.46,-0.68
19.61,18.51,-19.61,-0.6,4.28,-0.03
19.61,19.2,-19.61,-1.98,4.37,0.49
