ax,ay,az,gx,gy,gz
4.24,3.77,-1.96,-0.49,-0.09,0.9
3.81,-1.47,2.77,1.36,1.67,0.65
0.16,4.55,1.85,1.21,1.6,0.32
-3.05,5.2,4.96,-0.33,0.34,-0.1
-8.39,0.85,2.95,-1.85,-1.31,-0.04
-8.49,0.27,3.97,-2.06,-2.78,-0.32
-11.0,-0.64,3.34,-2.05,-3.43,-0.81
-13.67,-0.96,2.98,-2.46,-4.08,-1.63
-15.9,-0.11,0.73,-3.17,-4.37,-2.42
-16.5,-2.52,-3.11,-2.97,-4.37,-2.69
-15.93,-6.17,-5.22,-0.67,-4.37,-2.84
-17.93,-6.49,-7.67,1.78,-4.37,-3.56
-19.61,-2.99,-13.52,3.38,-4.37,-3.96
-19.61,2.26,-19.61,3.64,-4.37,-3.57
-19.61,5.23,-19.61,3.06,-4.37,-3.24
-19.61,9.9,-19.61,2.68,-4.37,-3.62
-18.48,13.74,-19.61,2.19,-4.37,-3.47
-11.47,16.3,-19.61,1.74,-4.37,-2.96
-0.06,19.61,-19.61,2.07,-4.37,-2.35
14.73,19.61,-19.61,2.5,-2.96,-1.69
