ax,ay,az,gx,gy,gz
-5.88,6.04,4.57,-0.12,1.16,2.17
4.4,0.6,0.9,-2.22,-0.52,1.02
4.41,-2.93,-0.08,-2.37,0.7,0.41
2.17,-4.43,1.48,-2.33,1.66,-1.16
-0.46,-6.18,2.58,-2.08,2.46,-2.65
-3.28,-5.25,2.62,-1.35,2.69,-3.14
-3.37,-7.24,-0.16,-0.31,3.68,-3.91
-5.93,-7.38,-2.2,1.37,4.37,-4.37
-9.03,-4.98,3.34,2.53,3.56,-4.37
-11.43,-1.89,0.18,2.27,1.02,-4.37
-7.63,-1.07,-4.46,1.77,0.2,-4.37
-8.21,2.75,-8.97,1.13,0.11,-4.37
-8.44,6.08,-11.7,1.61,-0.54,-4.37
-3.85,10.49,-14.85,2.86,-1.07,-4.37
1.79,16.14,-17.95,4.37,-1.03,-4.37
8.6,19.61,-19.61,4.37,-1.1,-4.37
19.61,19.61,-19.61,4.37,0.28,-3.44
19.61,19.61,-19.61,3.36,2.58,-2.53
19.61,19.61,-19.61,0.71,4.37,-1.3
