ax,ay,az,gx,gy,gz
19.61,3.48,-15.62,0.76,0.98,0.7
19.61,2.79,-19.61,-1.31,2.69,-0.65
16.28,3.25,-19.61,-2.57,3.53,-1.02
12.96,2.01,-19.61,-1.76,3.82,-0.42
11.56,5.9,-19.61,-0.26,4.37,0.28
8.32,10.69,-19.61,-0.73,4.37,-0.15
3.81,11.24,-19.61,-2.29,4.37,-0.59
0.99,8.32,-19.61,-2.54,4.37,-0.99
-2.29,6.49,-19.61,-2.18,4.37,-1.25
-5.21,5.37,-19.61,-0.95,4.37,-1.3
-8.26,7.66,-19.61,0.58,4.37,-0.47
-11.81,8.95,-19.61,0.68,4.37,0.27
-10.73,7.98,-19.61,-0.27,4.37,0.21
-8.35,4.98,-18.82,-0.58,4.37,1.03
-10.22,3.25,-16.37,-0.46,4.37,1.68
-10.62,1.68,-13.32,-0.53,4.37,1.91
-10.66,0.22,-10.91,-0.45,4.37,1.98
-10.53,-0.84,-7.8,-0.22,4.37,1.88
-9.96,-0.45,-4.27,-0.25,4.37,1.46
-9.08,0.59,-0.24,-0.74,4.37,1.0
