ax,ay,az,gx,gy,gz
10.0,2.26,-0.66,1.34,1.57,-1.43
-5.82,1.67,8.6,0.68,-0.11,-1.64
-4.52,3.96,8.42,-0.5,-1.68,-2.36
-4.34,4.42,8.44,-1.05,-1.6,-3.29
-5.24,4.69,7.77,-1.68,-0.44,-4.37
-10.93,6.58,8.47,-2.22,-0.26,-4.37
-13.23,4.07,6.09,-2.35,-1.05,-4.37
-13.19,2.56,0.31,-1.36,-1.2,-4.37
-15.37,4.08,-11.88,0.77,-1.11,-4.37
-14.05,11.94,-11.93,2.16,-1.59,-4.37
-9.83,17.89,-18.37,1.05,-4.37,-4.37
1.93,16.74,-19.61,-0.36,-4.37,-4.37
11.6,17.4,-19.61,0.22,-3.22,-4.37
17.16,17.88,-19.61,1.97,-1.45,-4.37
19.61,19.61,-19.61,3.11,-0.32,-4.37
19.61,19.61,-19.61,2.54,0.69,-3.58
19.61,19.61,-19.61,1.41,3.04,-2.04
19.61,19.61,-19.61,0.21,4.37,-0.16
15.38,19.61,-19.61,-0.94,4.37,1.73
