ax,ay,az,gx,gy,gz
18.86,1.53,-12.58,0.46,-0.06,0.9
19.61,0.3,-16.05,-0.72,1.76,-0.48
19.61,-0.66,-17.87,-1.76,1.74,-0.64
19.61,-5.49,-19.61,-0.09,1.94,-0.03
19.61,-4.81,-19.61,1.12,2.28,0.21
16.54,-2.31,-19.61,-0.1,3.47,-1.21
9.18,-2.43,-19.61,-1.04,4.37,-2.27
2.11,-1.1,-19.61,0.39,4.37,-1.82
-5.64,1.59,-19.61,1.09,4.37,-1.82
-14.07,1.57,-19.61,-0.58,4.37,-2.63
-19.61,1.18,-19.61,-2.98,4.37,-2.53
-19.61,-0.76,-19.61,-3.86,4.37,-1.65
-19.61,-2.78,-19.61,-2.97,4.37,-0.06
-19.61,-3.16,-19.61,-1.58,4.37,0.88
-19.61,-3.37,-15.61,-0.6,4.37,1.4
-19.61,-4.03,-5.15,-0.33,4.37,1.17
-19.61,-1.92,1.5,-0.41,4.37,0.49
