ax,ay,az,gx,gy,gz
-0.8,2.05,2.46,-0.06,-0.43,0.88
0.13,1.72,2.12,-0.39,-0.2,0.58
-0.67,1.71,3.5,-1.03,0.04,0.17
-3.12,1.58,4.71,-1.67,-0.63,-0.18
-3.89,1.21,4.59,-1.88,-1.91,-0.11
-3.41,0.29,3.58,-1.48,-2.69,-0.2
-3.25,0.43,3.43,-0.87,-3.05,-0.5
-4.24,1.49,3.49,-0.54,-3.64,-0.88
-5.57,2.92,2.87,-0.55,-4.33,-1.22
-6.2,3.5,1.57,-0.49,-4.37,-1.44
-7.78,4.3,-1.14,-0.29,-4.37,-1.82
-8.97,5.82,-4.3,0.04,-4.37,-2.09
-9.43,7.55,-6.16,0.04,-4.37,-2.23
-9.73,8.32,-7.46,-0.43,-4.37,-2.47
-10.42,8.52,-8.65,-0.97,-4.37,-2.75
-11.84,8.34,-10.48,-1.25,-4.37,-3.1
-13.08,8.97,-14.24,-0.88,-4.37,-3.56
-12.7,10.22,-18.43,0.52,-4.37,-3.79
-11.66,12.0,-19.61,2.54,-4.37,-3.54
-11.16,15.54,-19.61,3.6,-4.37,-2.63
