ax,ay,az,gx,gy,gz
-1.72,0.54,2.45,-1.88,-3.24,-1.13
-2.83,-0.69,1.48,-1.5,-3.21,-1.56
-3.64,-0.75,1.5,-1.11,-3.34,-1.89
-6.61,-1.52,0.27,-0.85,-4.11,-2.82
-8.33,0.68,-2.61,-0.58,-4.37,-3.79
-9.62,3.92,-5.56,-0.47,-4.37,-4.31
-11.92,6.51,-8.54,-0.4,-4.37,-4.37
-14.27,10.42,-12.47,-0.34,-4.37,-4.37
-12.94,12.15,-14.85,0.12,-4.37,-4.37
-13.85,12.83,-16.5,0.97,-4.37,-4.09
-14.8,14.49,-18.2,1.44,-4.37,-3.68
-13.82,16.73,-19.58,1.29,-4.37,-3.43
-10.95,17.29,-19.61,1.13,-4.37,-3.26
-9.44,17.94,-19.61,1.2,-4.37,-3.03
-8.09,19.4,-19.61,1.44,-4.37,-2.7
-4.25,19.61,-19.61,1.39,-3.75,-1.98
-1.45,19.61,-19.61,0.94,-2.64,-1.14
1.05,17.89,-19.61,0.35,-1.83,-0.34
4.3,14.7,-19.61,0.04,-1.22,0.0
7.58,12.21,-19.61,0.14,-0.28,0.24
