ax,ay,az,gx,gy,gz
11.58,10.51,-19.61,-1.06,1.69,1.0
9.77,9.5,-19.61,-1.64,3.04,0.65
6.92,9.35,-19.61,-1.13,4.2,0.85
3.99,10.49,-19.61,0.06,4.37,1.0
-0.4,12.85,-19.61,0.27,4.37,1.23
-2.87,13.89,-19.61,-0.37,4.37,1.06
-4.56,14.54,-19.61,-1.61,4.37,0.59
-8.11,12.29,-19.61,-2.82,4.37,0.43
-10.44,7.61,-19.61,-3.02,4.37,0.62
-11.21,4.93,-19.27,-2.57,4.37,1.05
-10.89,4.34,-14.84,-2.31,4.37,1.53
-9.88,3.32,-10.1,-2.11,4.37,1.48
-8.34,1.84,-6.13,-2.01,4.37,1.34
-7.16,-0.52,-3.33,-1.58,4.37,1.35
-6.93,-0.66,-1.34,-0.94,3.72,1.5
-6.52,-0.85,0.21,-0.19,2.77,1.47
-5.62,-0.73,0.91,0.56,2.1,1.26
-4.53,-0.7,1.32,1.23,1.66,1.06
-3.72,-0.87,0.93,2.0,1.56,0.94
-3.91,1.45,1.33,2.13,1.21,0.95
