ax,ay,az,gx,gy,gz
1.15,5.71,-11.33,-0.88,-4.37,1.16
-0.12,3.72,-14.23,-1.74,-4.37,0.71
4.51,-0.35,-15.23,-1.28,-4.26,0.22
6.61,-1.05,-13.51,-0.19,-1.75,-0.82
0.6,2.18,-11.18,0.54,-1.93,-0.44
5.08,1.66,-13.24,0.44,-2.54,-0.48
6.47,1.65,-15.41,-0.3,-1.89,-1.14
6.87,1.87,-17.25,-0.9,-1.47,-1.71
7.18,2.07,-19.61,-0.58,-0.62,-1.91
7.97,3.71,-19.61,0.05,0.73,-1.98
6.14,6.62,-19.61,0.42,2.62,-2.41
2.53,12.08,-19.61,0.46,4.26,-2.29
-0.8,16.38,-19.61,-0.12,4.37,-1.62
-2.22,19.61,-19.61,-0.34,4.37,-0.94
-4.86,19.41,-19.61,-1.22,4.37,-0.03
-11.43,16.34,-19.61,-2.37,4.37,0.24
-19.26,13.07,-19.61,-3.84,4.37,0.25
-19.61,7.27,-19.61,-4.37,4.37,0.33
-19.61,0.49,-19.61,-4.37,4.37,0.75
-19.61,-3.25,-19.61,-4.37,4.37,1.26
