ax,ay,az,gx,gy,gz
18.13,4.43,-19.61,3.19,3.82,2.1
16.07,6.35,-19.61,3.13,4.37,2.06
12.49,4.35,-19.61,0.9,4.37,1.23
10.86,0.2,-19.61,-1.4,4.37,0.23
7.99,-0.12,-19.61,-2.32,4.37,-0.09
3.69,0.14,-19.61,-1.93,4.37,0.12
1.24,0.33,-19.61,-0.61,4.37,0.36
-0.69,2.97,-19.61,-0.14,4.37,0.28
-1.84,5.07,-17.68,-2.05,4.37,-0.73
-1.53,4.88,-15.33,-4.31,4.37,-1.91
-3.36,2.09,-12.56,-3.89,4.37,-2.49
-6.13,3.28,-9.83,-2.05,4.37,-2.05
-9.18,4.18,-8.18,-0.78,3.53,-1.54
-9.46,4.52,-6.59,-0.17,2.62,-1.06
-8.58,4.43,-5.82,0.2,1.66,-0.47
-7.7,3.14,-4.4,0.44,0.96,-0.19
-7.55,3.38,-4.15,0.35,0.33,-0.26
-6.46,2.68,-3.96,0.11,-0.22,-0.12
-5.67,1.41,-4.14,0.11,-0.5,0.14
-4.98,0.17,-4.07,0.43,-0.69,0.29
