ax,ay,az,gx,gy,gz
-1.37,3.45,-6.85,0.56,-2.01,-0.35
-1.9,2.03,-9.67,0.61,-1.18,-0.61
-3.7,2.21,-8.09,1.28,-1.42,-0.73
-2.06,3.88,-8.24,1.62,-1.2,-0.97
-2.61,5.62,-8.32,1.33,-1.13,-1.02
-1.72,6.4,-8.55,0.56,-1.78,-0.89
0.53,6.24,-9.84,0.11,-1.74,-0.9
1.93,6.77,-10.59,-0.15,-1.32,-0.93
3.33,6.43,-11.58,-0.28,-1.02,-0.83
5.93,6.94,-12.26,-0.06,-0.23,-0.74
7.09,6.78,-13.39,0.33,0.42,-0.31
7.14,6.43,-17.21,1.2,0.93,-0.11
9.4,9.17,-19.61,1.8,1.97,0.18
10.88,10.22,-19.61,1.25,3.48,-0.13
8.23,10.3,-19.61,-0.42,4.37,-0.66
6.29,10.91,-19.61,-1.7,4.37,-0.42
6.27,10.28,-19.61,-1.64,4.37,0.23
4.37,10.19,-19.61,-0.87,4.37,0.97
-2.16,12.11,-19.61,-1.29,4.37,1.34
-9.73,10.76,-19.61,-2.0,4.37,1.29
