ax,ay,az,gx,gy,gz
-2.17,-0.89,0.47,-0.73,-3.47,-0.5
1.19,-3.22,-1.06,0.13,-2.32,-1.14
-2.22,-2.26,0.68,0.72,-1.28,-1.79
-6.5,1.4,2.17,0.03,-2.37,-1.6
-9.41,-0.58,-0.06,-0.08,-4.17,-1.98
-6.22,-0.77,-0.71,0.13,-4.37,-1.96
-7.83,-1.13,-1.29,0.68,-4.37,-2.21
-10.32,-0.75,-2.72,0.96,-4.37,-2.88
-13.32,0.6,-5.51,1.07,-4.37,-3.67
-17.02,1.6,-10.1,1.4,-4.37,-4.04
-19.61,3.13,-15.42,2.13,-4.37,-4.37
-19.61,4.7,-19.61,2.6,-4.37,-4.37
-19.61,9.99,-19.61,2.44,-4.37,-4.37
-19.61,18.39,-19.61,1.71,-4.37,-4.37
-16.12,19.61,-19.61,1.24,-4.37,-4.37
-10.69,19.46,-19.61,1.28,-4.37,-4.03
-3.83,19.61,-19.61,1.6,-4.37,-3.14
4.31,19.61,-19.61,1.8,-2.49,-1.68
11.5,19.61,-19.61,1.03,-0.65,-0.78
12.94,19.61,-19.61,-0.3,1.36,0.43
