ax,ay,az,gx,gy,gz
14.13,5.22,-12.27,1.2,-0.51,0.34
13.65,11.04,-12.01,-0.04,0.47,0.15
14.84,13.34,-14.14,-1.97,1.14,-0.59
13.27,10.97,-19.61,-0.77,0.91,0.74
14.14,14.36,-19.61,2.24,1.53,2.8
12.05,19.61,-19.61,1.88,3.81,2.72
3.35,19.61,-19.61,-1.68,4.37,1.61
-1.91,14.86,-19.61,-3.87,4.37,0.95
-8.21,9.71,-19.61,-3.25,4.37,1.12
-13.49,6.73,-19.61,-1.76,4.37,1.53
-13.16,6.38,-19.61,-1.05,4.37,1.78
-12.87,6.32,-18.37,-1.36,4.37,1.45
-12.06,3.85,-14.74,-1.63,4.37,1.41
-10.42,1.88,-11.98,-1.25,4.37,1.51
-10.0,1.76,-8.54,-0.54,4.37,1.62
-9.54,0.91,-5.36,0.02,4.37,1.59
-8.33,-0.7,-2.38,0.61,4.37,1.48
-7.28,-1.32,0.06,1.23,4.01,1.24
-6.96,0.8,2.51,1.18,3.1,0.92
-7.02,1.6,3.53,0.52,1.78,0.97
