time,ax,ay,az,gx,gy,gz,label
1769502700.650642,-10.39,0.53,1.26,0.01,-0.1,-0.04,1
1769502700.65341,-10.44,0.58,1.33,0.02,-0.1,-0.04,1
1769502700.656102,-10.55,0.59,1.28,0.03,-0.11,-0.05,1
1769502700.661498,-10.67,0.65,1.25,0.05,-0.11,-0.07,1
1769502700.664426,-10.7,0.75,1.2,0.05,-0.11,-0.07,1
1769502700.66717,-10.8,0.79,1.26,0.06,-0.12,-0.07,1
1769502700.669948,-10.92,0.85,1.33,0.06,-0.12,-0.08,1
1769502700.675416,-10.95,0.91,1.4,0.06,-0.13,-0.08,1
1769502700.678186,-10.92,1.01,1.45,0.06,-0.14,-0.09,1
1769502700.6809468,-10.92,1.02,1.5,0.06,-0.13,-0.1,1
1769502700.686362,-10.98,1.01,1.55,0.07,-0.14,-0.11,1
1769502700.689159,-10.94,0.99,1.63,0.07,-0.14,-0.13,1
1769502700.691905,-10.89,1.02,1.67,0.07,-0.15,-0.15,1
1769502700.6947148,-10.91,1.11,1.78,0.07,-0.15,-0.16,1
1769502700.697527,-10.92,1.12,1.85,0.07,-0.16,-0.17,1
1769502700.700256,-10.93,1.1,1.89,0.07,-0.15,-0.19,1
1769502700.703012,-10.97,1.12,1.94,0.05,-0.16,-0.2,1
1769502700.7057338,-10.91,1.13,1.92,0.05,-0.16,-0.21,1
1769502700.711301,-10.91,1.11,1.97,0.03,-0.17,-0.23,1
1769502700.71406,-10.85,1.13,2.06,0.02,-0.17,-0.24,1
1769502700.71678,-10.86,1.18,2.05,0.0,-0.17,-0.25,1
1769502700.721398,-10.83,1.25,2.02,-0.03,-0.19,-0.26,1
1769502700.724124,-10.51,1.31,2.09,-0.19,-0.21,-0.34,1
1769502700.7269802,-10.5,1.32,1.99,-0.22,-0.22,-0.35,1
1769502700.729744,-10.49,1.39,1.95,-0.27,-0.23,-0.38,1
1769502700.735091,-10.36,1.35,1.9,-0.31,-0.24,-0.39,1
1769502700.737891,-10.22,1.32,1.89,-0.36,-0.26,-0.41,1
1769502700.740624,-10.16,1.32,1.91,-0.39,-0.26,-0.42,1
1769502700.743366,-10.01,1.14,1.91,-0.42,-0.25,-0.44,1
1769502700.7461991,-9.83,0.94,1.95,-0.44,-0.24,-0.45,1
1769502700.748926,-9.6,0.78,2.1,-0.44,-0.23,-0.46,1
1769502700.7517078,-9.29,0.49,2.28,-0.41,-0.19,-0.47,1
1769502700.7572448,-8.95,0.18,2.46,-0.36,-0.13,-0.49,1
1769502700.7600598,-8.89,-0.03,2.6,-0.31,-0.08,-0.48,1
1769502700.762804,-9.1,0.01,2.41,-0.25,-0.04,-0.49,1
1769502700.7681909,-9.23,0.01,2.28,-0.21,-0.02,-0.48,1
1769502700.7710268,-9.36,0.14,2.38,-0.17,0.01,-0.45,1
1769502700.7737331,-9.2,0.2,2.37,-0.14,0.03,-0.44,1
1769502700.776554,-9.1,0.25,2.34,-0.09,0.04,-0.42,1
1769502700.7793138,-9.1,0.19,2.25,-0.05,0.05,-0.4,1
1769502700.782113,-9.12,0.21,2.3,-0.02,0.06,-0.39,1
1769502700.784884,-9.07,0.29,2.31,-0.0,0.07,-0.37,1
1769502700.78766,-8.99,0.31,2.16,0.0,0.07,-0.36,1
1769502700.790408,-8.97,0.48,2.15,0.01,0.07,-0.36,1
1769502700.79308,-8.89,0.55,2.14,0.01,0.06,-0.35,1
1769502700.795899,-8.8,0.67,2.22,0.01,0.06,-0.36,1
1769502700.798771,-8.8,0.72,2.17,-0.01,0.05,-0.36,1
1769502700.804194,-8.73,0.83,2.08,-0.03,0.05,-0.36,1
1769502700.806842,-8.68,0.9,2.1,-0.06,0.05,-0.36,1
1769502700.80962,-8.68,0.91,2.01,-0.08,0.04,-0.35,1
1769502700.812435,-8.67,0.9,2.04,-0.11,0.04,-0.35,1
1769502700.815198,-8.6,0.91,1.95,-0.14,0.02,-0.35,1
1769502700.817997,-8.56,0.86,1.92,-0.17,0.02,-0.35,1
1769502700.8207529,-8.5,0.81,1.84,-0.2,0.01,-0.35,1
1769502700.823512,-8.39,0.75,1.81,-0.23,0.0,-0.34,1
1769502700.8263009,-8.33,0.65,1.83,-0.26,-0.01,-0.34,1
1769502700.829073,-8.27,0.62,1.76,-0.27,-0.01,-0.34,1
1769502700.836223,-8.22,0.54,1.81,-0.29,-0.02,-0.34,1
1769502700.838946,-8.04,0.18,1.7,-0.33,-0.03,-0.29,1
