ax,ay,az,gx,gy,gz
-10.81,-1.07,-1.12,-3.45,-2.4,2.15
-10.85,-1.16,-1.21,-3.23,-2.77,2.07
-10.31,-1.47,-0.96,-2.96,-3.19,1.99
-8.56,-1.33,0.86,-2.94,-3.18,1.76
-7.96,-1.79,2.59,-3.12,-2.62,1.37
-8.85,-3.69,2.67,-3.24,-1.92,1.07
-10.95,-5.99,2.23,-3.26,-1.32,0.87
-16.92,-9.55,0.46,-2.96,-1.0,0.84
-19.29,-11.39,0.01,-2.77,-1.01,0.77
-19.61,-13.56,-0.8,-2.55,-0.9,0.56
-19.61,-19.35,-4.65,-1.81,-0.7,0.26
-19.61,-19.61,-6.89,-1.32,-0.72,0.38
-19.61,-19.61,-8.26,-1.0,-0.92,0.64
-19.61,-19.61,-8.14,-0.97,-1.71,1.34
-19.61,-19.61,-6.64,-1.14,-2.55,2.41
-16.56,-19.61,-5.36,-1.36,-2.92,3.18
-11.24,-19.61,-4.12,-1.64,-3.28,3.88
-4.58,-19.28,-2.41,-1.95,-3.52,4.35
14.21,-15.3,1.68,-2.54,-3.44,4.37
19.49,-12.08,2.96,-2.58,-3.48,4.37
