ax,ay,az,gx,gy,gz
-9.43,-6.81,0.23,-3.9,-1.54,1.0
-10.47,-11.43,-0.52,-4.25,-1.79,1.51
-11.13,-17.55,-0.38,-3.59,-2.27,2.21
-11.76,-19.61,0.69,-2.39,-2.68,2.85
-12.5,-19.61,2.15,-2.05,-2.8,3.46
-15.02,-19.61,3.47,-2.95,-2.52,4.2
-17.6,-19.61,2.22,-3.76,-2.38,4.37
-18.89,-19.61,-0.27,-4.07,-3.15,4.37
-18.25,-19.61,-1.43,-3.71,-4.04,4.37
-16.38,-19.61,-1.17,-3.11,-4.37,4.37
-11.23,-18.92,1.52,-2.05,-4.37,4.37
-4.98,-14.67,4.43,-1.39,-4.37,4.37
0.22,-10.42,6.84,-1.17,-4.37,4.37
5.94,-6.19,9.6,-1.29,-4.01,4.37
18.34,-1.94,8.82,-2.28,-0.88,4.37
19.61,-0.97,6.07,-2.98,0.02,4.37
19.61,-0.81,3.4,-3.47,-0.51,4.37
19.61,0.97,1.94,-4.13,-1.97,4.37
19.61,6.66,7.97,-4.11,-4.37,4.37
19.61,11.98,16.1,-3.14,-4.37,4.37
