ax,ay,az,gx,gy,gz
-16.18,-10.6,0.47,-4.37,-2.16,2.08
-16.16,-12.19,0.54,-4.37,-2.47,2.5
-16.02,-13.13,0.69,-4.37,-2.74,2.99
-15.3,-13.4,0.89,-4.37,-3.13,3.69
-14.73,-12.73,0.88,-4.37,-3.36,4.14
-14.07,-12.0,1.01,-4.37,-3.55,4.34
-12.61,-11.02,1.97,-4.37,-3.83,4.37
-11.5,-10.32,3.2,-4.27,-3.93,4.37
-11.33,-9.56,4.12,-3.99,-3.88,4.37
-10.85,-8.17,5.44,-3.42,-3.63,4.37
-8.07,-6.12,6.63,-2.69,-2.95,4.34
-6.08,-4.7,6.74,-2.46,-2.39,4.14
-4.06,-3.43,6.9,-2.34,-1.98,3.82
1.09,-3.43,6.74,-2.26,-1.64,3.31
6.31,-4.05,6.38,-2.4,-1.37,3.06
10.12,-3.83,5.4,-2.82,-1.08,2.89
14.02,-3.48,5.36,-3.4,-1.06,2.78
16.7,-3.43,5.46,-3.79,-1.52,2.8
19.61,-3.28,6.52,-4.37,-3.43,3.26
19.61,-2.94,7.86,-4.37,-4.22,3.6
