ax,ay,az,gx,gy,gz
-13.53,-3.54,0.83,-4.37,-2.04,1.96
-13.03,-5.55,0.97,-4.37,-2.37,2.27
-12.3,-7.83,1.4,-4.37,-2.52,2.6
-12.41,-10.59,2.04,-4.37,-2.44,3.09
-13.22,-11.98,2.59,-4.37,-2.44,3.25
-14.15,-12.82,3.27,-4.34,-2.52,3.17
-15.65,-13.62,4.42,-3.89,-2.45,3.28
-16.43,-14.73,5.37,-3.43,-2.11,3.4
-17.85,-15.75,5.85,-3.24,-1.91,3.4
-19.32,-17.33,5.85,-3.14,-1.51,3.41
-19.3,-18.38,5.28,-3.15,-1.13,3.81
-17.88,-17.62,4.78,-3.32,-1.03,4.3
-15.95,-16.19,4.17,-3.64,-1.12,4.37
-9.92,-12.53,3.29,-4.37,-2.02,4.37
-6.18,-10.53,3.72,-4.37,-2.39,4.37
-1.29,-8.08,4.64,-4.37,-2.57,4.37
6.72,-5.52,5.04,-4.37,-2.33,4.37
15.67,-4.03,4.04,-4.37,-1.9,4.37
18.52,-3.32,3.42,-4.37,-2.06,4.37
19.61,-2.62,3.0,-4.37,-2.52,4.37
