ax,ay,az,gx,gy,gz
-17.16,-1.38,2.25,-3.74,0.72,1.21
-17.81,-1.06,2.48,-4.07,0.22,1.46
-17.2,0.02,1.82,-4.37,-0.12,2.28
-16.21,0.83,0.89,-4.37,-0.56,3.4
-12.88,1.62,0.85,-4.37,-0.91,3.89
-9.71,1.93,0.19,-4.37,-1.0,4.16
-8.51,1.53,-1.12,-4.37,-1.38,4.04
-4.5,-0.07,-1.14,-4.37,-2.13,3.52
-0.14,-2.19,-0.37,-4.37,-2.76,3.3
5.55,-4.73,0.38,-4.37,-3.12,1.92
10.25,-7.91,2.15,-4.37,-3.94,1.59
13.39,-8.99,4.52,-4.37,-4.37,1.97
15.77,-7.45,8.3,-3.84,-4.37,1.97
15.89,-5.7,14.28,-3.9,-4.37,2.23
12.41,-4.29,18.8,-4.37,-4.37,3.4
12.28,-9.05,18.22,-3.7,-4.37,1.88
9.68,-3.93,12.67,0.43,-2.98,3.5
7.24,-0.03,8.85,4.37,0.54,-0.14
4.63,3.92,6.79,4.37,1.59,-1.31
