ax,ay,az,gx,gy,gz
-16.78,-19.17,-5.21,-4.37,-4.06,2.44
-16.96,-19.61,-6.01,-4.37,-4.37,3.35
-14.74,-16.97,-6.07,-4.27,-4.37,4.22
-12.4,-12.98,-5.08,-4.28,-4.37,4.37
-9.09,-9.83,-3.21,-4.37,-4.37,4.37
-4.16,-8.86,-0.43,-4.37,-4.37,4.37
-0.73,-9.47,1.57,-4.37,-4.37,4.37
4.27,-9.47,4.41,-4.37,-4.37,4.37
8.48,-7.22,7.18,-4.37,-4.37,4.23
11.56,-5.84,8.93,-4.13,-4.37,3.1
15.61,-4.7,10.42,-3.03,-3.5,2.13
17.03,-1.34,12.33,-2.82,-3.27,2.44
17.22,1.99,13.8,-3.54,-3.43,2.63
17.03,3.6,16.92,-4.37,-3.32,2.38
16.07,0.38,18.97,-4.37,-2.96,2.1
15.6,-3.17,19.61,-4.01,-1.95,1.45
12.51,-2.64,18.47,2.55,1.96,-0.2
10.49,0.63,16.29,4.37,2.61,-0.75
9.74,3.76,13.56,4.37,3.36,-1.3
9.09,6.17,12.04,4.37,3.92,-1.92
