ax,ay,az,gx,gy,gz
-14.63,-6.3,0.25,-4.37,-2.28,1.27
-14.05,-7.42,0.82,-4.37,-2.38,1.63
-13.73,-9.11,0.83,-4.37,-2.35,2.01
-13.78,-11.68,0.02,-4.37,-2.37,2.5
-14.42,-12.69,-0.46,-4.37,-2.44,2.76
-15.12,-14.03,-0.89,-3.6,-2.39,2.8
-15.24,-15.07,-0.92,-2.68,-2.19,2.83
-14.59,-16.1,-0.74,-2.16,-1.99,2.87
-11.83,-15.41,0.14,-1.96,-1.9,3.53
-8.36,-12.53,1.4,-2.47,-2.11,4.24
-5.35,-9.11,3.0,-3.38,-2.61,4.37
-1.49,-5.8,4.85,-4.28,-3.26,4.37
8.71,-2.74,7.71,-4.37,-4.37,4.37
14.52,-3.64,8.14,-4.37,-4.37,4.37
19.28,-4.88,8.98,-4.37,-4.37,4.37
19.61,-4.62,10.5,-4.37,-4.37,4.37
19.61,0.98,16.67,-2.9,-4.37,4.37
19.61,4.73,19.59,-1.86,-4.37,4.37
19.61,7.85,19.61,-0.73,-4.37,4.37
18.7,12.9,18.76,1.62,-2.6,3.76
