ax,ay,az,gx,gy,gz
-14.56,1.12,2.0,-3.96,-0.16,0.79
-14.09,1.52,3.46,-4.37,-0.64,1.44
-14.92,1.47,3.86,-4.37,-0.42,2.01
-16.49,0.27,3.28,-4.37,-0.07,2.5
-14.82,-1.58,2.32,-4.37,-0.03,3.37
-12.92,-1.9,1.4,-4.37,-0.16,4.37
-10.02,-0.74,0.11,-4.37,-0.42,4.37
-6.22,0.21,-0.51,-4.37,-0.59,4.37
-1.15,2.39,0.31,-4.37,-0.7,4.27
5.7,0.26,-0.03,-4.37,-0.77,2.18
9.87,-1.64,0.58,-4.37,-1.81,1.53
11.49,-2.85,3.29,-4.37,-4.37,2.39
15.91,-1.5,8.25,-4.37,-4.37,2.56
19.61,3.04,19.04,-4.37,-4.37,2.33
17.33,-3.54,19.61,-4.37,-4.37,2.38
13.04,-6.93,14.35,-4.37,-3.56,4.37
5.24,-11.58,8.16,-3.09,0.21,4.37
3.17,-3.17,5.14,2.93,-0.65,-0.08
4.03,5.94,6.04,4.21,-2.18,-0.65
