ax,ay,az,gx,gy,gz
-15.65,-14.51,-8.24,-4.37,-2.23,1.43
-9.29,-18.61,-6.25,-4.37,-4.32,2.83
2.04,-15.01,0.24,-4.37,-4.37,3.67
10.92,-3.31,4.65,-4.37,-4.37,4.37
19.61,1.94,8.43,-4.37,-4.37,4.24
19.61,-5.26,14.89,-4.37,-4.37,2.66
19.61,-7.73,19.61,-4.37,-4.37,2.87
19.61,-3.32,19.61,-1.18,-3.59,2.5
18.17,9.0,19.61,4.37,1.36,0.56
13.3,12.91,11.1,4.37,4.37,-1.74
12.14,9.82,6.21,4.37,4.37,-3.56
12.1,4.63,5.04,4.37,3.87,-4.15
9.36,1.83,3.79,4.37,2.56,-4.12
4.72,0.64,3.92,4.37,1.37,-4.08
-0.03,1.57,3.43,4.37,0.28,-3.69
-5.14,0.76,3.73,4.37,-1.1,-3.43
-8.98,2.17,5.8,4.37,-1.79,-3.39
-8.26,2.99,7.03,4.37,-1.27,-3.37
-9.22,3.87,7.52,4.37,-0.37,-3.21
-11.31,3.38,7.32,4.37,0.79,-2.99
