ax,ay,az,gx,gy,gz
-6.1,6.35,-4.58,-1.0,0.61,-0.6
-5.42,6.21,-4.47,-1.22,0.81,-0.76
-5.1,6.11,-5.03,-1.21,0.92,-0.81
-6.1,5.5,-6.42,-0.86,0.47,-0.74
-5.93,5.68,-6.59,-0.63,-0.18,-0.58
-6.19,6.71,-6.04,-0.92,-0.7,-0.52
-6.87,8.06,-4.54,-2.24,-0.98,-0.75
-7.74,5.73,-3.35,-4.07,-0.69,-0.61
-11.49,2.8,-2.33,-4.37,-0.45,-0.47
-13.48,1.48,0.39,-4.37,-0.16,-0.4
-17.1,1.44,0.4,-4.37,-0.09,0.05
-18.49,0.63,-0.48,-4.37,-0.35,0.53
-19.61,0.36,-0.89,-4.37,-0.6,0.84
-19.61,-0.5,-0.56,-4.37,-1.08,1.2
-19.61,-3.6,-0.83,-4.37,-1.41,1.79
-19.61,-3.89,-1.42,-4.37,-1.88,2.34
-18.05,-2.19,-0.57,-4.37,-2.38,2.52
-16.18,-0.84,-0.17,-4.37,-2.56,2.76
-14.65,-1.35,0.48,-4.37,-2.76,3.09
-13.18,-2.92,0.92,-4.37,-2.12,3.26
