ax,ay,az,gx,gy,gz
-19.61,-0.02,3.1,-4.37,0.26,0.77
-19.61,-0.16,1.2,-4.37,0.76,1.34
-19.61,-10.47,-3.3,-4.37,0.31,2.02
-18.88,-19.61,-5.49,-4.37,0.44,2.58
-8.08,-19.61,-6.38,-4.37,-1.09,3.94
8.35,-16.43,-2.11,-4.37,-4.29,4.37
19.61,-8.25,8.02,-4.37,-4.37,3.41
19.61,-3.9,19.61,-4.37,-4.37,2.72
19.61,-16.47,19.61,-4.37,-4.37,2.97
19.61,-7.03,19.61,-0.06,-2.36,2.48
16.9,11.65,12.65,4.37,2.65,0.49
9.68,15.72,-0.57,4.37,2.54,-2.29
10.26,13.13,0.48,4.37,1.24,-4.37
13.27,8.64,5.89,4.37,0.76,-4.37
16.35,4.02,7.8,4.37,0.89,-4.37
15.49,-0.1,6.07,4.37,0.32,-4.37
11.51,-2.15,6.69,4.37,-0.28,-4.37
7.24,-1.67,7.33,4.37,-0.56,-4.37
2.72,0.23,8.89,4.37,-0.39,-4.37
-1.98,-0.33,8.8,4.37,0.4,-4.37
