ax,ay,az,gx,gy,gz
-15.17,-11.1,1.76,-4.36,-1.27,1.2
-14.8,-13.57,2.38,-4.29,-1.5,1.77
-14.87,-14.15,2.64,-4.03,-1.72,2.78
-14.75,-12.92,2.3,-3.65,-2.04,3.61
-13.69,-11.45,2.17,-3.41,-2.34,3.99
-11.36,-8.44,3.04,-3.19,-2.62,4.24
-10.34,-6.94,3.71,-3.11,-2.41,3.96
-8.95,-6.36,4.04,-2.9,-2.02,3.43
-5.21,-5.93,4.89,-2.59,-1.49,2.89
-1.67,-6.44,4.56,-2.57,-1.12,2.73
1.35,-5.27,4.72,-2.88,-1.38,2.92
7.0,-1.48,5.73,-3.86,-2.8,3.67
12.29,-0.4,5.75,-4.35,-4.05,4.28
17.11,0.73,6.97,-4.37,-4.37,4.37
19.61,6.64,16.59,-3.2,-4.37,4.37
19.61,10.59,19.61,-1.64,-4.37,3.92
18.15,14.24,19.61,0.87,-2.68,2.41
11.4,17.38,19.4,4.08,1.1,-0.13
9.26,18.76,17.48,4.37,2.13,-1.36
8.67,19.39,15.64,4.37,2.92,-2.44
