ax,ay,az,gx,gy,gz
-3.76,2.49,0.03,0.55,2.03,0.5
-6.5,2.66,-2.0,0.74,0.52,0.85
-8.88,7.91,-0.98,0.17,-1.03,0.93
-4.82,8.03,1.9,-1.09,-0.54,1.13
-9.04,7.95,1.95,-2.86,0.66,1.23
-13.62,4.94,2.53,-4.03,0.19,1.51
-14.48,1.95,4.48,-4.37,-0.43,1.74
-15.54,1.35,5.74,-4.37,-0.55,2.01
-16.67,1.51,5.52,-4.37,-0.33,1.75
-17.44,0.74,4.22,-4.37,0.09,1.84
-18.84,-0.76,3.01,-4.37,-0.02,1.9
-19.38,-0.94,1.71,-4.37,-0.48,2.03
-17.52,-0.73,0.4,-4.37,-1.06,1.92
-17.88,0.45,-0.18,-4.37,-1.65,2.01
-18.82,2.8,-0.33,-4.19,-2.32,2.04
-17.72,4.59,1.23,-4.03,-3.1,2.02
-16.06,5.01,3.42,-4.37,-3.99,2.37
-13.97,4.86,3.74,-4.37,-4.33,3.34
-10.78,3.88,2.37,-4.37,-3.61,3.95
-7.01,3.36,1.19,-3.26,-1.86,4.14
