ax,ay,az,gx,gy,gz
-19.61,-19.61,-19.61,-4.37,1.15,2.44
-13.3,-17.75,-19.61,-4.37,-4.37,3.56
11.75,-11.84,-5.46,-4.37,-4.37,3.56
19.61,-19.61,6.27,-4.37,-4.37,4.37
19.61,-12.01,19.61,-3.67,-4.37,4.37
19.61,-5.65,19.61,-4.37,-4.37,4.37
7.49,19.61,19.61,0.98,-0.68,4.09
-3.23,19.61,15.28,3.73,-0.57,-1.36
10.73,10.92,15.9,0.8,1.36,-1.22
0.99,-0.57,6.84,-2.66,1.99,-1.41
-1.09,-6.43,1.54,-2.3,0.32,-0.9
-0.63,-5.76,3.95,-0.08,-1.03,-0.82
1.29,-3.68,8.09,0.92,-1.48,-1.09
2.22,-2.77,9.29,1.48,-1.44,-1.37
1.82,-2.84,8.61,3.16,-1.82,-2.2
0.71,-1.21,6.97,4.37,-2.64,-3.23
1.96,0.87,9.97,4.37,-2.94,-3.87
3.8,2.24,9.06,4.37,-2.7,-4.37
1.71,3.54,7.39,4.37,-2.42,-4.37
-0.88,6.21,5.45,4.37,-2.15,-4.37
