ax,ay,az,gx,gy,gz
-5.81,1.34,-3.35,-0.21,0.56,-0.43
-6.73,0.9,-4.06,-0.98,0.17,0.34
-7.97,1.56,-3.74,-1.15,-0.1,0.89
-9.45,2.64,-3.38,-1.03,-0.12,1.15
-10.58,4.6,-2.99,-1.5,-0.06,1.19
-11.87,6.58,-1.14,-3.16,0.09,1.39
-14.01,7.43,0.01,-4.37,0.44,1.71
-16.43,5.75,0.55,-4.37,0.2,1.84
-16.4,3.02,2.36,-4.37,-0.2,2.33
-16.31,1.54,3.35,-4.37,-0.46,3.16
-16.21,1.0,4.01,-4.37,-0.61,3.17
-15.19,-0.38,3.77,-4.37,-0.4,3.38
-16.53,-0.22,2.92,-4.37,-0.46,4.21
-17.42,1.91,2.12,-4.37,-0.82,4.37
-16.06,1.66,1.48,-4.37,-1.08,4.37
-15.34,0.65,1.49,-4.37,-1.56,4.37
-13.82,-0.26,2.76,-4.37,-2.0,4.37
-11.46,-0.63,3.91,-4.37,-1.99,4.37
-8.46,-2.41,5.02,-4.37,-1.3,4.37
-4.39,-5.46,4.2,-4.37,-0.46,4.37
