ax,ay,az,gx,gy,gz
-15.22,-6.5,0.48,-3.7,-2.68,3.24
-15.92,-7.14,0.19,-3.79,-2.81,3.16
-14.2,-9.14,0.8,-3.89,-3.0,3.13
-10.37,-11.2,1.42,-3.84,-3.02,3.32
-6.55,-10.5,2.2,-3.82,-3.24,3.5
5.58,-8.64,5.3,-4.15,-3.47,3.38
12.07,-7.3,6.74,-4.37,-3.4,3.57
17.46,-6.14,7.61,-4.37,-3.71,3.88
19.61,-5.38,10.98,-4.36,-4.37,4.37
19.61,-3.93,16.34,-3.6,-4.37,4.35
19.61,0.45,19.61,-1.0,-4.28,3.97
19.53,12.94,19.61,4.07,-1.7,1.91
15.14,19.22,19.1,4.37,1.31,-0.74
11.51,19.61,18.02,4.37,3.07,-3.25
14.19,19.61,17.21,4.3,4.29,-4.37
14.34,16.12,13.44,2.22,4.37,-4.37
12.54,8.37,9.18,0.24,4.37,-4.37
11.12,-0.1,6.78,0.87,4.15,-4.37
10.7,-2.31,6.6,2.71,3.34,-4.37
8.44,-1.57,5.07,4.2,3.11,-4.37
